keyword,tweet,_label_norm,original_author,language
suicides,".#FarmerSuicides rise by 18% among farm labourers (NCRB,2020)

Past research findings:
▪️Farmers cannot repay old loans and don’t get new ones
▪️Moneylenders charge 24-36% interest
▪️Banks don’t lend to landless poor who have no security

(Institute of Perception Studies) https://t.co/mQX1Htv6wo",pro opposition,KotaNeelima,english
lynching,"#LynchingReality | Rahul Gandhi indulges in non-serious politics, this is a self-goal. 1984 was the worst kind of lynching that India saw: @gauravbh - National Spokesperson, BJP &amp; Sr. Advocate, SC
https://t.co/RZHKU3wOei",pro ruling,republic,english
lynching,"Both these cases won’t be called as lynching by media , This is just ‘Nyay’ delivered by Congress govt. https://t.co/GW6tfRP5CQ",pro ruling,PoliticalKida,english
lynching,"The gruesome #PalgharMobLynching happened on 16th of April. The first videos were posted on SM on the 18th. Some outrage happened on the 20th and 21st, and by 22nd, we have already moved on? What if people kiIIed were not Hindu Sadhus but Christian priests or Izlamic MuIIahs?",pro ruling,ShefVaidya,english
lynching,"This is from the report of US think tank that says India is no more ‘free’. Blames “a spate of lynchings aimed at Muslims” for the drop in ranking. Report does not acknowledge conflict and suggests one-sided attack. 
Mohd Akhlaq matters. Rinku Sharma doesn’t. https://t.co/rmTq4HMbEe",pro ruling,swati_gs,english
lynching,"‘If he was mentally unstable, why didn’t he come under a bus’: AAP MP Bhagwant Mann on Kapurthala lynching victim

https://t.co/Jx12DiUImU",pro ruling,OpIndia_com,english
lynching,"Lynching at Kapurthala Gurudwara: Bihar woman says victim was her brother, viral video suggests he was probably mentally unwell
https://t.co/4QdTzDd5G3",pro ruling,OpIndia_com,english
lynching,"Remember the lynching of Intelligence Bureau staffer Ankit Sharma during 2020 Delhi riots? 

Delhi court has framed charges against AAP councillor Tahir Hussain for murder

“Ankit was killed because he was Hindu” - court said this week

But this is how Urduwood ganged up to save… https://t.co/1wCsVMLvy0 https://t.co/fKCzcdxkfA",pro ruling,GemsOfBollywood,english
lynching,"Palghar lynching: Watched attack for 2 hrs, says Sarpanch https://t.co/QxxyZS9bm2",pro ruling,PadmajaJoshi,english
lynching,"Meet the man behind the Viral Photo of Mob Lynching- Mohammed Zubair. I urge you all to watch this #Mojo report. It will break your heart. ""Disgusting"", he says on ISIS using his image. Through tears he says he wants to ""forgive"" his assaulters. Here's why https://t.co/yNf2XFgOGK",pro opposition,BDUTT,english
lynching,"#योगी_का_जंगलराज
Uttar Pradesh: 
Police Investigation into Lynching Cases is Biased against Victims, Finds Report

BJP-RSS regimes are always biased against victims &amp; in favour of criminals

So #DefeatBJPSaveIndia

#BJP_हटाओ_देश_बचायो
#YogiHataoUPBachao 

https://t.co/LDmeVPLULl",pro opposition,geetv79,english
lynching,"Lynching of another Muslim by Hindu Supremacists - A 21-yr old Muslim youth has been lynched to death by cow vigilantes in Haryana, India.",pro opposition,ashoswai,english
lynching,"Many such Scripted video wil widely be shared on WhatsApp which would create panic. There were several incidents of mob lynching in past few years because of Child Kidnapping rumours. 
CC : @DelhiPolice @Uppolice @mpcyberpolice @PoliceRajasthan @bihar_police @police_haryana",pro opposition,zoo_bear,english
lynching,"In last 1 year of Shinde- Fadanvis govt, these kind of Hindutva attacks, lynching or communal riots have increased in Maharashtra. https://t.co/UzjwRXj9Zg",pro opposition,waglenikhil,english
lynching,"Mahapanchayats across Haryana demonstrated in support of those accused of lynching Asif Khan. 

Many of these mahapanchayats are demonstrating against Modi govt over Farm Laws. 

Another reminder that anti-Modi doesn’t mean secular. 

Which is why we NEED Muslim representation.",pro opposition,SaketGokhale,english
lynching,"Mob lynching in Khowai district of Tripura.

Zayed Hossain (28),  Bilal Mia (30), and Saiful Islam (18) were chased by a mob armed with lethal weapons and lynched on the accusation of cow theft.

https://t.co/0LkuRcSaaH",pro opposition,imMAK02,english
lynching,"Affan Ansari and Nasir Quraishi two young Muslim men's from Mumbai brutally beaten in Nashik by cow vigilants on suspicion of beef transporting.

Affan Ansari died while Nasir Quraishi in critical condition.

This is the second beef-lynching in same district in the 2 weeks. https://t.co/5mYK1nw0gN",pro opposition,Gabbar0099,english
spyware,"IT Minister @AshwiniVaishnaw 's statement in Rajya Sabha on “Alleged use of spyware #Pegasus to compromise phone data of some persons as reported in Media on 18th July 2021”

Read here👉 https://t.co/qfeOEAPggx",pro ruling,PIB_India,english
spyware,"Pegasus spyware: Making allegation is not enough, proof of surveillance is needed 

https://t.co/mgFcCvBeeQ",pro ruling,RajatSharmaLive,english
spyware,Human Rights activists claim some of the jokes were placed into his system’s folders using advanced spyware probably accidentally downloaded while surfing certain websites 😬 https://t.co/jYqW9hzXDf,pro ruling,Shehzad_Ind,english
spyware,"Government of #India statement in #Parliament on “Alleged use of spyware Pegasus to compromise phone data of some persons as reported in media on 18th July 2021”.
*Over the top allegations;
*No substance behind this sensationalism.
Read full text here.
https://t.co/ylKRDtt2gW",pro ruling,KanchanGupta,english
spyware,"SC says the allegations about the Central government using #PegasusSpyware to spy on people are serious if news reports are correct

#PegasusSnoopingScandal 

https://t.co/KFD5JjlHHs",pro ruling,ZeeNewsEnglish,english
spyware,"#PegasusMoveOn | Did the government purchase the Pegasus spyware, yes or no?: @warispathan, National Spokesperson &amp; Former MLA, AIMIM https://t.co/rGQJsiKgt2 https://t.co/WZwfCzCdT9",pro ruling,republic,english
spyware,"Laughable 'snooping' story was spun around an 'indicative' list manufactured by Amnesty Int.
""Amnesty has never presented this list as NSO's Pegasus Spyware List...Amnesty makes clear this is a list *indicative* of the interests of (Pegasus) clients."" 1n
See @KimZetter thread: https://t.co/drQwQKMO4U https://t.co/u8KvdESDsP",pro ruling,KanchanGupta,english
spyware,"Ford may have been granted safe passage by Nehru, but it's not the end. They will keep producing 'dismantle or spyware' projects. If not NGOs, it'll be new source- Crowdfundings. Yes, it harms the genuine one also, but India can't afford to overlook it anymore!
-ends-
13/13",pro ruling,thehawkeyex,english
spyware,BREAKING : Supreme Court considering passing of interim orders in #Pegasus case after Centre told the Court today that it does not want to file affidavit on use of #Pegasus spyware. https://t.co/lab6bCbGJO,pro opposition,LiveLawIndia,english
spyware,"Denied a discussion on the Pegasus snooping issue over the past three weeks of the Monsoon Session, the Opposition, used the debate on the Constitution Amendment bill for restoring states’ power to make their own OBC lists to raise the spyware issue.

https://t.co/bk0WKjL3rE",pro opposition,thewire_in,english
spyware,"So @PMOIndia used weapons grade spyware Pegasus to snoop on journalists including me, rival leaders &amp; activists &amp; now his own handle got hacked. Ironical",pro opposition,bainjal,english
spyware,"With The Wire confirming @PrashantKishor's phone was hacked with Pegasus, and the targeting of @RahulG and Ashok Lavasa, it is clear that what's been attempted by the spyware operators is nothing short of subversion of electoral democracy. https://t.co/WcX1vVBFSx via @thewire_in",pro opposition,svaradarajan,english
spyware,"This is IT minister Ashwini Vaishnaw's statement in Rajya Sabha today.
The missing line : Government of India did not purchase/use Pegasus spyware sold by Israel's NSO. https://t.co/1hPbWr3Sje",pro opposition,vijaita,english
spyware,"“Is spying on India’s Security Forces, Judiciary,Cabinet Ministers,Opposition Leaders (incl Rahul Gandhi),Journalists, other activists through a foreign entity’s spyware not ‘treason’ and inexcusable breach of National Security?”

- @rssurjewala in Congress PC on #PegasusProject",pro opposition,Zebaism,english
spyware,"SG tells CJI court can examine what can be made public

CJI : COMMITTEE SAYS GOVT OF INDIA NOT COOPERATIVE

Reports @AneeshaMathur 

#PegasusSpyware case now after 4 weeks",pro opposition,Supriya23bh,english
spyware,"After NSO backlash, Israeli defense minister to visit France to discuss spyware scandal. #Pegasus https://t.co/Do2YZqNQiD",pro opposition,seemay,english
demonetisation,"Nation has moved on but Pappu is still stuck on Demonetisation, GST, Adani Ambani Lies blah blah &amp; more Lies. Lagta hai  Surjewala isnt able to put next chapter in his head 🤦‍♀️",pro ruling,rose_k01,english
demonetisation,"Our understanding of the impact of demonetisation continues to be limited yet that doesn’t stop people from linking it to all sorts of events. 

Hope that people change their mind as new evidence emerges regarding second/third order effects of demonetisation. https://t.co/RoZDKoGTYF",pro ruling,karanbhasin95,english
demonetisation,"When people died natural death near Bank during demonetisation @RahulGandhi blamed in on demonetisation.

Now 4 people have died while walking in #BharatJodoYatra. Will Rahul Gandhi take responsibility of these death or he will just say that Rahul Gandhi is already dead?",pro ruling,BefittingFacts,english
demonetisation,"@PChidambaram_IN Rs 2000 note was created during Demonetisation so that ATMs could be filled by them instead of 100 Rs notes &amp; more people could withdraw more money from ATMs 

We already know about your brilliant insights on digital India 🙄🙄👇🏻👇🏻 https://t.co/E9OLhLX1FS",pro ruling,pallavict,english
demonetisation,Govt Withdraws Rs 2000 notes. Opposition Party  leaders &amp; people who have loads of Rs 2000 notes  😂😂👇 #Demonetisation #2000rs #2000notes https://t.co/RnxJWBoY8g,pro ruling,rose_k01,english
demonetisation,"Supreme Court has affirmed Centre's 2016 demonetisation policy, says “NO FLAW IN DECISION-MAKING PROCESS""

That's okay! My question is..What do SC Judges know on Economy? Who gives them right to Interfere in Anything &amp; Everything in which they don't even know ABCD of the subject?",pro ruling,MumbaichaDon,english
demonetisation,"Post-demonetization, the detection of no. of FICNs or Fake Indian Currency Notes has contracted considerably, indicating the reduction of fake-currency in the shadow economy, corruption &amp; terror activities

#DeMolishingCorruption #DeMonetisation https://t.co/Rk1XrZ7HHE",pro ruling,knowthenation,english
demonetisation,"Demonetisation surely played a big role in UP elections in 2017... It mobilised votes for BJP

I expect BJP to come up with something huge in the Winter session, now both fuel prices &amp; farmers protest has gone down, BJP should make its move.

Fingers crossed 🤞🏼",pro ruling,AparBharat,english
demonetisation,"@RahulGandhi It's become evident that #DeMoDisaster of 84% of the country's currency overnight, was a carefully planned, criminal financial scam,
with black money getting laundered while the economy was ruined &amp; citizens impoverished

 #DestructionByDemonetisation 

https://t.co/jPDewF5nHr",pro opposition,geetv79,english
demonetisation,The masterstroke called Demonetisation https://t.co/anmYKlvsId,pro opposition,RanaAyyub,english
demonetisation,"They deserve Joint Noble Prize for inventing Nano Chip in Rs 2000 note.

#DemonetisationDisaster
 https://t.co/ObdvJCSCkt",pro opposition,indian_armada,english
demonetisation,"#SupremeCourt's Constitution Bench to shortly continue hearing petitions challenging #Demonetization of Rs 500 &amp; Rs 1000 currency notes by Central Govt in 2016. 

Attorney-General R Venkataramani to pick up from where he left off on Nov 25.

#SupremeCourtofIndia #Demonetisation https://t.co/eGHFpni70O",pro opposition,LiveLawIndia,english
demonetisation,"The 5th anniversary of ""Organized Loot &amp; Legalized Plunder"" is coming up tomorrow. No accountability has been fixed yet for Modi's failure to achieve any of his own declared objectives.

The world's biggest scam. 
#ModiDemonetisationScam https://t.co/rfDsygLDMS",pro opposition,geetv79,english
demonetisation,"#नोटबंदी_अर्थतंत्र_की_बरसी

After 5 long years of economic ruin, destruction of our informal &amp; MSME sectors and joblessness at historic highs, who do you believe?? 

#ModiLies or real economists? 

#ModiDemonetisationScam 
#DemonetisationDisaster https://t.co/FBsDCqLm8Z",pro opposition,geetv79,english
demonetisation,"India developed only after 2014.
Demonetisation strengthened Indian economy and eliminated terrorism in J&amp;K.
Chinese army did not enter Ladakh.
Govt created two crore new jobs every year since 2014
And
India leading a successful fight against Coronavirus. https://t.co/31ys5MjyNL",pro opposition,t_d_h_nair,english
demonetisation,"RBI 2018 report said demonetisation led to steep fall in households’ financial assets. This destruction of household wealth led to the unprecedented fall🔻 in consumer demand, leading to the Modi made mandi unique to India. 

#SpeakUpAgainstDeMoDisaster 

 https://t.co/QGqsPV2VYT",pro opposition,geetv79,english
democracy,"THE GAVEL HAS BEEN PASSED!

India, the mother of democracy, assumes #G20 Presidency, with the spirit of 'Vasudhaiva Kutumbakam' - One Earth, One Family, One Future!

#G20India #NewIndia https://t.co/z6Q6xCzsfW",pro ruling,mygovindia,english
democracy,"Good to see ⁦@CNNnews18 unravel the truth of anti-#CAA Delhi riots &amp; R-Day violence by enemies of the state — within &amp; outside. Must read, especially para 3 on reason for the concerted effort to damage India’s economic growth &amp; democracy. https://t.co/c4hogr4nJk",pro ruling,MinhazMerchant,english
democracy,Lawmakers of today need to introspect and emulate the high standards set by our freedom fighters and constitution-makers. Elected representatives must remember that they cannot disrespect the parliament and democracy at any cost. #GandhitopiGovernor,pro ruling,VPSecretariat,english
democracy,"No outrage..no candle march..no press meeting...no democracy under threat..no intolerance..No Articles..

BECAUSE SECULAR LYNCHING 

RSS Swayamsevak lynched by a Muslim mob in Bhopal for questioning them over a derogatory post on Sita Mata: https://t.co/bRfP7ZeHp0 via @eOrganiser",pro ruling,MrSinha_,english
democracy,"Very true ever since @YashwantSinha was out of power, democracy had been ruined! Great discovery, congrats! long after all such relics india and Indians will stand tall https://t.co/HQIFMZ3gxi",pro ruling,TVMohandasPai,english
democracy,‘Democracy under attack’ because Rahul Gandhi was caught and penalised for disclosing the identity of a minor girl who was raped? Does he even realise he violated law? Or is his sense of entitlement so overwhelming that it fogs his mind? https://t.co/iBC2YZFUf5,pro ruling,KanchanGupta,english
democracy,"As the world’s largest democracy, elections in India are undeniably a vital process. But, what is it that inspires our young population to cast their votes? Here’s what a student from Assam told us when we asked. 

#Assam #Students #AssemblyElections https://t.co/GokhQKtcuC",pro ruling,nijunction,english
democracy,Identify Chinese agents who are here to subvert Democracy and make a mental note of it https://t.co/Zvu1uvtOpn,pro ruling,rishibagree,english
democracy,"Mark my words, once Modi goes out of power, the narrative will spread like wildfire that how one man singlehandedly destroyed the BJP leadership and its future prospects. History is ruthless, and so is democracy.",pro opposition,AudaciousQuest_,english
democracy,"“Cartoons act as an outlet for public emotions. They cannot control every outlet.”

As cartoonist Manjul gets law enforcement notice from Twitter, Indian cartoonists take to social media to explain why humour is essential for a healthy democracy. 

https://t.co/Mi8RNfQ2XZ",pro opposition,scroll_in,english
democracy,"Thank you new #CJI NV Ramanna for reclaiming democracy and now time to #reopen Anonymous #bond,Kashmir,VVPAT and #EVM mismatch cases also https://t.co/bXAR3Hu7cB",pro opposition,Ajaykumar00009,english
democracy,"Just in | #BJP spokesperson #SambitPatra at a press conference says the ""dastardly act against the press is an attack not only on the fundamental rights of the press, the reporters and the editors, but also on the core of this democracy.""
- @DaminiNath reports.",pro opposition,the_hindu,english
democracy,"Biggest Democracy in the world is celebrating its 72nd Republic Day Today 🇮🇳! 

On this day let’s remember who lost their life during freedom struggle &amp; spent yrs for getting us a solid strong constitution.

Wishing all fellow Indians a Happy 

#RepublicDay  #गणतंत्रदिवस https://t.co/NNqKZgBjXW",pro opposition,vijaythottathil,english
democracy,"""It shows the weakness of the government and the pettiness of the BJP and how it looks at parliamentary democracy"": Priyanka Chaturvedi (@priyankac19), Shiv Sena MP, on her suspension from the #RajyaSabha 
https://t.co/33VcWGUaQI",pro opposition,ndtvvideos,english
democracy,"The danger of #socialmedia being abused to hack democracy was rising and the government should put an end to the “systematic interference” of #Facebook and other social media giants in electoral politics of the world’s largest democracy, #SoniaGandhi said.
https://t.co/V7T7Z0C6ix",pro opposition,the_hindu,english
democracy,"Honour listen to India’s #SoldierOfDemocracy the selfless, inspiring @naukarshah share his experiences &amp; answer the audience’s many concerns Heartening hear a forthright @JhaSanjay allaying fears about NPR in Maharashtra. Great initiative @AIPCMumbaiWest #IndiaAgainstCAA_NRC_NPR https://t.co/499Ami6gGY",pro opposition,nandtara,english
bhakts,"Dayan says 99% of videos and pics of Bengal violence are fake and 1% are from the areas where BJP got seats..media will be silent , BJP leaders will continue  their dharna in their homes and we Bhakts will cry for sometime .. and everyone will move on ..",pro ruling,ExSecular,english
bhakts,"""We believe Ram was our ancestor"", Muslim Ram Bhakts set to witness Bhoomi Pujan for grand Ram temple https://t.co/kpmKpUD2eC",pro ruling,OpIndia_com,english
bhakts,These Andh Bhakts! https://t.co/c00Cr3BHju,pro ruling,JaipurDialogues,english
bhakts,"🚨 1,562 Ram Bhakts donated Rs 28 Lakhs 

PAN of Sanjith ji's wife is awaited. 

We have also requested documents of parents 

Money will be transferred as soon as we have it. 

Thank you for your #DharmAnsh 

https://t.co/7dQ4F380DO",pro ruling,KreatelyMedia,english
bhakts,"-Javed Akhtar continuously attacks BJP &amp; participates in opposition party’s meeting : He’s a neutral eminent intellectual

-Prasoon Joshi once interviewed PM Modi : He’s a Bhakt,Sanghi,Bhajpai, hate monger",pro ruling,MrSinha_,english
bhakts,Why do ‘liberal’ celebrities wish death upon ‘Bhakts’ to ‘teach them a lesson’? https://t.co/cKFWcSCr9d,pro ruling,OpIndia_com,english
bhakts,This m@r@n will keep crying - something he has been doing for 50 yrs now- #ViratRondu and his #RonduBhakts are truly made for each other! https://t.co/MLgmOrG7t0,pro ruling,alok_bhatt,english
bhakts,"This was a Facebook post of Harsha to Modi ji

""You are walking in the path of thrones. Several nations have stood in support of you. Don't ask about us, we bhakts will stand with you till the end""

He promised to stay till end, but jih@dis didn't let him

No words, only tears! https://t.co/RJsKPJo6zu",pro ruling,mvmeet,english
bhakts,"@SpiritOfCongres Bhakts #WhatsApp University ia also down...

#WhatsAppDown",pro opposition,saraf_pankaj,english
bhakts,Bhakts are trending #SupremeCourtIsCompromised today. Aren't they satisfied with Ram Mandir's design ?,pro opposition,RoflGandhi_,english
bhakts,"This is how walking into the trap looks like. Today, Modi Bhakts agree with Desh Bhakts that it should be ""Surrender"" .. because they know Modi has Surrendered!

Dumb people! 😂 #SurenderModi https://t.co/3d3vkvlaBA",pro opposition,WithCongress,english
bhakts,"So the bhakt scientists, bhakt techies, bhakt doctors etc are also supporting that black magic talk or did anyone come out against it? Will anyone of them grow a spine pls?",pro opposition,AudaciousQuest_,english
bhakts,"Bhakts &amp; BJP workers who think that they have chosen Modi as the PM must clear their misconceptions.

The name of Modi was proposed by Adani&amp;Ambani with the condition, donation will be given only if Modi becomes the PM.
 
It is now clear why both wanted Modi as PM. Isn't it?",pro opposition,BhavikaKapoor5,english
bhakts,"UP Govt has banned the sale and use of firecrackers in NCR.

Meanwhile Bhakts continue to abuse Virat Kohli for his video asking people not to burst crackers",pro opposition,Cryptic_Miind,english
bhakts,"'Mahant Yati Maharaj' blames 'Jihadi Juber' &amp; Arfa Khanum for editing a 'Live Video' posted by his friend on fb on July 4th.🤯
He knowns that bhakts would blindly believe if he takes our name.
He later goes on to accept that he was talking abt the dirt in the politics (Same no🤦🏾‍♂️) https://t.co/Lo6qXKWKmh",pro opposition,zoo_bear,english
bhakts,"This is the reality of GDP growth , bhakts need tuition on this !! #EconomicsSamjhoFekendra https://t.co/b0qYigPZIx",pro opposition,SurrbhiM,english
dictatorship,"Islamic Regime's soldiers firing live ammunition at protesters demanding an end to the Iranian dictatorship of the Ayatollahs and the hijabi dress code for women. 
https://t.co/ObzXKgHgPL",pro ruling,TarekFatah,english
dictatorship,"News is more than 15 Hindus have been arrested by Jharkhand Police for SM posts in support of #RupeshPandey, govt framing them saying you're inciting violence.. Hindus living in JH are afraid to say anything...

Complete dictatorship in Jharkhand..

#JusticeForRupeshPanday",pro ruling,MrSinha_,english
dictatorship,"This is an official handle of a national party.

Nobody will ask why Indian liberals are supporting North Korea's dictatorship.

But if one troll claiming to be Hindu RW says something bad, Washington Post and New York Times will say fascism has arrived in India. https://t.co/wiwuFj4nbl",pro ruling,AbhishBanerj,english
dictatorship,"It is the right of every country to feel safe or threatened by a large nuclear State run by a dictator. Historical ties don't matter. We, too have historical ties with many who are our sworn enemies now. Won't flip because we arent a dictatorship like China; we never invade. WDTT https://t.co/z0kgJPfANU",pro ruling,ARanganathan72,english
dictatorship,"Digital dictatorship rules, okay!",pro ruling,vivekagnihotri,english
dictatorship,"#Myanmar: At least 14 killed after Chinese factories burned by anti-military protesters. 

When will Pakistanis too rise against their military dictatorship and ask China to stop the plunder and leave their land. 
https://t.co/DGr1nZmBQ9",pro ruling,TarekFatah,english
dictatorship,"Trudeau has shown to the democratic world the final destination of the Woke Politics—dictatorship, Xi Jinping style. The CCP has won. Congratulations, Left Liberals! You did it.",pro ruling,AartiTikoo,english
dictatorship,"Question is this:

Which dictatorship is paying the New York Times to malign India?

NYT has a long history of working for dictators. 

Stalin used the New York Times to cover up genocide in Ukraine.

Hitler used the New York Times to cover up genocide of Jewish people.",pro ruling,AbhishBanerj,english
dictatorship,"""Is this a dictatorship? It seems government doesn't want #DelhiViolence to be discussed in Parliament and that is why this suspension. Strongly condemn this"": Adhir Ranjan Chaudhary, #Congress leader in Lok Sabha. (ANI)

More here https://t.co/Jl3ZLN5DWW https://t.co/L2Go3EPwog",pro opposition,ndtv,english
dictatorship,"In a democracy, if the government says that this is our stand and everyone must accept it (and you have no other option), that is not democracy but dictatorship - BJP leader (late) Sushma Swaraj. https://t.co/3NSiKl7Oqo",pro opposition,t_d_h_nair,english
dictatorship,"The BJP Govt in the centre wants the indigenous people of Lakshadweep to stay as tenants in their born land.The intention is nothing but to sell out these beautiful Islands to giant corporates in India. 

Fight against dictatorship
Save indigenous lives 

#TogetherWithLakshadweep https://t.co/qJEsRJWQNs",pro opposition,HansrajMeena,english
dictatorship,"""For multiple decades, Western countries did not supply weapons to India, and in fact, saw a military dictatorship next to us as the preferred partner,” External Affairs Minister S Jaishankar said.

https://t.co/O9zixPT9JZ",pro opposition,IndianExpress,english
dictatorship,"""Will Stand In Gandhian Style Before Dictatorship"": Rahul Gandhi https://t.co/Ta6ZjPssHL https://t.co/20jfunBLEk",pro opposition,ndtvfeed,english
dictatorship,"SHOCKING! 

Twitter has withheld all prominent accounts which were raising their voice in support of Farmers because of some ""legal"" request. This kind of censorship is only seen in dictatorships. 

@thecaravanindia
@HansrajMeena
@Sushant_says 
@Kisanektamorcha
@Tractor2twitr",pro opposition,dhruv_rathee,english
dictatorship,There is 'dictatorship' in India now. since yesterday we are being told we can't go to Uttar Pradesh - @RahulGandhi https://t.co/yVijDKhJ2p,pro opposition,shakeelNBT,english
dictatorship,AAP volunteers detained in Ahmedabad for protesting against C R Paatil’s dictatorship in Surat. https://t.co/7BbT5WFLTM,pro opposition,AAPKA_RK,english
ratetvdebate,"Faith In News: Is Doubt A Protection Against Fake?

Join the discussion with @iamnarendranath @MrinalPande1 @ashutosh83B @free_thinker 
At #RateTheDebateConference on Tuesday, Jan 12, 2021. 1 pm-2pm. 

To Register:
DM to @RateTVDebate; or,
Register at https://t.co/jNHi7SkuTD https://t.co/5hJd9jx4S9",pro opposition,KotaNeelima,english
ratetvdebate,"The Hathras Coverage: Darkness and Hope.

Join the discussion with @rohini_sgh @brajeshlive @hisunil @PragyaLive 
At #RateTheDebateConference on Tuesday, Jan 12, 2021. 3 pm-4pm. 

To Register:
DM to @RateTVDebate; or,
Register at https://t.co/jNHi7S2U25
#Hathras #BadaunHorror https://t.co/1XMArZHrNS",pro opposition,KotaNeelima,english
ratetvdebate,"India wants to know? 
Yes, India will know!

Arnab Goswami. His Conduct. His Debates. 

That’s next on #RateTheDebate 4th Report Card. Coming on September 19, 2020. @RateTVDebate #RateTheAnchor https://t.co/gd0kw5wVAe",pro opposition,KotaNeelima,english
ratetvdebate,"Prime Time on Taliban/Afghanistan. How about Price Rise, Unemployment, Crimes Against Women? Don’t issues of TV audience matter to TV channels?

About 30,000 seconds, 11 channels— #PrimeTimeTracker @RateTVDebate 
Institute of Perception Studies
https://t.co/hrz28ONI2W https://t.co/0tCbvBK7aJ",pro opposition,KotaNeelima,english
ratetvdebate,Yes. Diversion has become the hallmark of our television media. I used to love watching your shows for the relevance of the topics. #RateTheDebate @RateTVDebate https://t.co/ht9nelHLWe,pro opposition,KotaNeelima,english
ratetvdebate,"Cartoons are a powerful voice of public opinion.

A glimpse at the journey of cartoons over the decades. #RKLakshman @CartoonistSan @MANJULtoons @satishacharya 

Compilation by Institute of Perception Studies. https://t.co/IJQ266nUyX
@IPSDelhi @RateTVDebate #cartoons https://t.co/sLA5SMs3Wy",pro opposition,KotaNeelima,english
ratetvdebate,"Too little, too late. Guidelines to BJP spokespersons now, when for years they pushed communal agenda on Prime Time TV debates.

👇🏼A snapshot of @RateTVDebate research from 2020-2022. For more RTD Prime Time Trackers, see https://t.co/2iLlZl78Sf https://t.co/EEJmO7EkuL",pro opposition,KotaNeelima,english
ratetvdebate,"How do top TV Anchors set the agenda for #AssemblyElections2021?

@RajatSharmaLive Anchor Language Analysis #ALA findings (in sample): 

Most used words:
▪️Hindu
▪️Muslim
▪️Gotra
▪️Nandigram
▪️Jai Shri Ram

No coverage:
▪️Economic Distress of Voters

@RateTVDebate Report Card👇🏼 https://t.co/YFHT4cnmAu",pro opposition,KotaNeelima,english
china,"Indian crew on two ships stuck for months at Chinese ports as China does not allow them to unload cargo

https://t.co/6SvEKF7kBo",pro ruling,OpIndia_com,english
china,"So this tweet landed up on my TL some days ago. Was a bit busy then, but now I finally have time to share some thoughts.
In this thread, I'll tweet about the historical perspective on the Bhutan-China Boundary Dispute. Other threads will follow.
Here goes
https://t.co/AnX3VSU23E",pro ruling,CestMoiz,english
china,"To address the issue of contractors going in default of contract obligations on account of delays in input shipments from China on account of #CoronaVirus. 
#CoronavirusOutbreak (1/2) https://t.co/aHtltpqEIw",pro ruling,FinMinIndia,english
china,"Very hard hitting article by #AshaliVarma questioning global duplicity when it comes to China.
#Chinese leaders should be booked for crimes against humanity https://t.co/RdcQoCXKxa",pro ruling,RatanSharda55,english
china,"There will be a condolence meeting  at noon (at Mount Road, Chennai, and Parliament street, Delhi) in memory of the Chinese soldiers who laid down their lives protecting the motherland from Indian aggression.

Indian journalists working for China are requested to attend. Thanks.",pro ruling,ARanganathan72,english
china,"India, Australia call for code of conduct in South China Sea to be effective

Read @ANI Story | https://t.co/dNE9J7Anki
#India #Australia #SouthChinaSea #PMModi https://t.co/rYNoDxrv5I",pro ruling,ani_digital,english
china,"A message from Tibetan to Indians 
#BoycottMadeInChina
#BoycottChineseProducts https://t.co/ixtWheVQLx",pro ruling,MajorPoonia,english
china,"Russia had 1,100+ COVID fatalities in last 24 hours.

China is closing one city after another. No one will know real figure as their is no independent media.

Meanwhile India completed administering 105 crore doses today &amp; we are pretty safe today.

Thank You NaMo Government.",pro ruling,NewsArenaIndia,english
china,"Amazon’s Alexa says Kashmir is part of China - Modi Bhakts are confused whom to boycott, Amazon or China?",pro opposition,ashoswai,english
china,"On BJP's corruption - silent
On attacks on minority- silent
On rapes of women - silent
On assault on democracy -silent
On China's aggression - silent
On destruction of economy -silent

Then you claim that you love India n u r going to teach ""deshbhakti""? Are you kidding Kejriwal? https://t.co/8HWNJCrBid",pro opposition,AudaciousQuest_,english
china,"Those who think India is a competitor to China: In the Hunger Index, India ranks 107 out of 121 countries, worse than Pakistan and Bangladesh. China is not even ranked because China has no hunger. @Aakar__Patel   https://t.co/pEBsbs9s9i",pro opposition,ashoswai,english
china,"Foreign secretary, Army chief to visit Myanmar tomorrow amid India-China standoff

@NayanimaBasu reports

#ThePrintForeignAffairs

https://t.co/DTjHmK4PlG",pro opposition,ThePrintIndia,english
china,China says India found a Chinese soldier on their request! https://t.co/X0oJyoc1j5,pro opposition,ashoswai,english
china,Very few security uncles are tweeting on the border row with China.  That usually means the situation is grim.,pro opposition,sonaliranade,english
china,"Funny moments 

When a bhakt types ""nationalist"" tweet against China using VIVO mobile..  😹😜",pro opposition,BhavikaKapoor5,english
china,"Question : What he is thinking in below picture ? 

Answer :  Attacking farmers is easier than attacking China.  Let's create fake enemy out of farmers, use media propaganda to defame and chant BMKJ , JSR etc etc 

#ModiYouCantFailFarmers #ModiPlanningFarmerGenocide https://t.co/5W1b6RThPZ",pro opposition,BhavikaKapoor5,english
congress,"#CongSweepsKarnataka | BJP learns everyday, we introspect. We don't blame the EVMs: National Spokesperson, BJP &amp; Sr. Advocate, SC @gauravbh

The Debate with Arnab #LIVE here - https://t.co/88E6bnS3ZP

#May13WithArnab | #KarnatakaElections #DKShivakumar #Siddaramaiah #Congress https://t.co/9rqTy2k9me",pro ruling,republic,english
