source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,stance,stance reason
1994100,"By mocking the plight of Kashmiri Hindus, by calling ethnic cleansing of Kashmiri Pandits ‘propaganda’ Kejriwal is speaking the language of Islamist organisations. He has chosen his side. #KejriwalAgainstHindus",Pro Ruling,"['hindus', 'mocking', 'organisations']","[{'text': 'hindus', 'score': 0.5477}, {'text': 'mocking', 'score': 0.2552}, {'text': 'organisations', 'score': 0.1323}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Neutral,"Mixed cues: favour=['cleansing', 'ethnic', 'plight'], against=['propaganda']"
2135431,"Some Members asked- if there was no Congress, what would happen...
 
 I would like to say, if there was no Congress there would be no Emergency, there would be no caste politics, Sikhs would never have been massacred, the problems of Kashmiri Pandits would not have happened: PM",Pro Ruling,"['congress', 'would', 'massacred']","[{'text': 'congress', 'score': 0.4467}, {'text': 'would', 'score': 0.2837}, {'text': 'massacred', 'score': 0.1757}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Favour,stating nothing would have happened to kashmiri pandits if congress didnt exist
2127795,"Some Members asked- if there was no Congress, what would happen...
 
 I would like to say, if there was no Congress there would be no Emergency, there would be no caste politics, Sikhs would never have been massacred, the problems of Kashmiri Pandits would not have happened: PM",Pro Ruling,"['congress', 'would', 'massacred']","[{'text': 'congress', 'score': 0.4467}, {'text': 'would', 'score': 0.2837}, {'text': 'massacred', 'score': 0.1757}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Favour,stating nothing would have happened to kashmiri pandits if congress didnt exist
1191627,"Her father Mufti Muhammad Saeed became Home Minister of India on Dec 2, 1989. 
 
 Exodus of Kashmiri Pandits began on Jan 19,1990. 
 
 That's how focussed these Islamists are. 
 
 Demograpy is destiny. She knows it. Kafirs don't. https://t.co/c36CZTq1nS",Pro Ruling,"['india', 'islamists', 'demograpy']","[{'text': 'india', 'score': 0.4476}, {'text': 'islamists', 'score': 0.4427}, {'text': 'demograpy', 'score': 0.2173}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Favour,Favour cues: ['exodus']
252424,"Sacred thread soaked in blood which is tied on d arm of #ShahidAjayPandita reflects d pain, agony &amp; suffering of 7 lac #KashmiriPandits since last 30 yrs. 
 D screams of #SarlaBhat #PremnathBhat #TikalalTaploo &amp;many others stl echoes in our ears. 
 #KashmiriHinduLivesMatter https://t.co/ApUJ18QA97",Pro Ruling,"['hindu', 'echoes', 'pain']","[{'text': 'hindu', 'score': 0.5519}, {'text': 'echoes', 'score': 0.3687}, {'text': 'pain', 'score': 0.3616}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Favour,Talks about their pain and struggles
180135,"It's not a Hindu Muslim love story, Vivek. It's the FIRST AUTHENTIC FILM on the exodus of Kashmiri Pandits. Hope you will delete your tweet. https://t.co/APLSkLanDI",Pro Ruling,"['hindu', 'tweet', 'delete']","[{'text': 'hindu', 'score': 0.4898}, {'text': 'tweet', 'score': 0.2622}, {'text': 'delete', 'score': 0.2561}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Favour,Favour cues: ['exodus']
2556657,"The team that has been raising the voice of Kashmiri Pandits relentlessly, comes together on #DNA 
 A very special episode on #TheKashmirFiles with @vivekagnihotri and @AnupamPKher https://t.co/yL10K9zAAj",Pro Ruling,"['kashmir', 'team', 'relentlessly']","[{'text': 'kashmir', 'score': 0.4638}, {'text': 'team', 'score': 0.4125}, {'text': 'relentlessly', 'score': 0.3}]",kashmiri pandits,Pro Ruling,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1918874,"#JammuKashmir | Panic-stricken Kashmiri Pandits working under the PM package reached Jammu due to targeted killings in #Kashmir.
 
 ""Today's Kashmir is more dangerous than in the 1990s. The most important question is why our people were locked in our colonies?: Ajay
 
 (ANI) https://t.co/hk1bnuGVxg",Pro OPP,"['kashmir', 'panic', 'colonies']","[{'text': 'kashmir', 'score': 0.5822}, {'text': 'panic', 'score': 0.3138}, {'text': 'colonies', 'score': 0.2263}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['targeted']
2533713,"It was Congress who built Township for Kashmiri Pandits . It was PM Manmohan Singh who handed over Flats to Kashmiri Pandits.
 
 What BJP did in last 8 year ?
 
 #TheKashmirFiles https://t.co/M1Xx39IIm2",Pro OPP,"['kashmir', 'congress', 'handed']","[{'text': 'kashmir', 'score': 0.5577}, {'text': 'congress', 'score': 0.3744}, {'text': 'handed', 'score': 0.0725}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2620689,"Home minister Amit Shah didn’t meet Kashmiri Pandits during his trip to Kashmir…. 
 
 BJP has always ignored their plight. 
 
 Shame",Pro OPP,"['kashmir', 'ignored', 'shame']","[{'text': 'kashmir', 'score': 0.4512}, {'text': 'ignored', 'score': 0.2462}, {'text': 'shame', 'score': 0.1786}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['plight']
567698,A Himchali Migrant Banging Thali to protest against Sonu Sood for not sending Kashmiri Pandits back to their native home.(2020) https://t.co/wCE6QSNJZl,Pro OPP,"['pandits', 'protest', 'migrant']","[{'text': 'pandits', 'score': 0.4618}, {'text': 'protest', 'score': 0.4417}, {'text': 'migrant', 'score': 0.383}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2651937,"Massive protests by #KashmiriPandits erupted in various parts of J&amp;K on Thursday night after a government employee identified as #RahulBhat was shot dead inside his office by militants in the #Chadoora area of central Kashmir.
 Read more here: https://t.co/l94P7c5vgu https://t.co/ilc2Q8KiNX",Pro OPP,"['protests', 'kashmir', 'employee']","[{'text': 'protests', 'score': 0.4971}, {'text': 'kashmir', 'score': 0.3393}, {'text': 'employee', 'score': 0.1579}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,No clear reference to Kashmiri Pandits and no stance cues
1981381,"Amit Malviya and Kapil Mishra misrepresented Delhi CM Kejriwal's assembly address where he criticised BJP members for promoting 'The Kashmir Files'. They falsely claimed Kejriwal denied atrocities faced by Kashmiri Pandits. #AltNewsFactCheck | @ArchitMeta
 https://t.co/YBOPGTfgyO",Pro OPP,"['misrepresented', 'kashmir', 'assembly']","[{'text': 'misrepresented', 'score': 0.4614}, {'text': 'kashmir', 'score': 0.4457}, {'text': 'assembly', 'score': 0.0404}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2054515,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2510707,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1929167,"#KashmiriPandits- TV Media &amp; BJP targeted @ArvindKejriwal with a document issued by Dilip Bhan who claimed to be COORDINATOR of Government School Teachers Association (Migrant)
 
 In an exclusive interview to me, Bhan ADMITS that he is NOT the coordinator.
 
 https://t.co/WShb44Bnq0",Pro OPP,"['coordinator', 'media', 'migrant']","[{'text': 'coordinator', 'score': 0.3833}, {'text': 'media', 'score': 0.2577}, {'text': 'migrant', 'score': 0.1338}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Weak/indirect cues without explicit Kashmiri Pandit reference
1368064,"Q: Is congress responsible or was responsible for Kashmiri Pandits' exodus in 1989? 
 
 A: No. Congress is nowhere responsible. 
 In 1989, Janta Dal's V.P. Singh govt was there in center which was supported by sanghi BJP. Jagmohan was governor who later was minister in Atal govt.",Pro OPP,"['pandits', 'congress', 'supported']","[{'text': 'pandits', 'score': 0.3976}, {'text': 'congress', 'score': 0.3939}, {'text': 'supported', 'score': 0.1901}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,"Mixed cues: favour=['exodus'], against=['sanghi']"
2590918,"Dear Leader has been India's PM for 8 yrs;
 Kashmir is under Central Rule for 3yrs;
 Kashmir's Art370 has been revoked for 2+yrs;
 Kashmir is guarded by 600,000 security forces;
 But, Kashmiri Pandits are still living outside Kashmir;
 What they have got is a hate film #KashmirFiles!",Pro OPP,"['kashmir', 'leader', '600']","[{'text': 'kashmir', 'score': 0.5632}, {'text': 'leader', 'score': 0.3351}, {'text': '600', 'score': 0.085}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2105240,"BJP’s in-house channel @TimesNow is running news of 11 Kashmiri Pandits being murdered in recent few days in J&amp;K. 
 
 Channel is blaming critics of Kashmir Files for this.
 
 But not a word questioning Modi govt which abrogated Art 370 &amp; promised security or Home Minister @AmitShah",Pro OPP,"['kashmir', 'murdered', 'timesnow']","[{'text': 'kashmir', 'score': 0.4623}, {'text': 'murdered', 'score': 0.3103}, {'text': 'timesnow', 'score': 0.2709}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2496982,"No one is saying that Kashmiri Pandits were not targeted by Kashmir militants in 1989-1990. Dozens of movies have been made on Kashmir militancy. But, the regime-sponsored 'The Kashmir File' was a 'vulgar, propaganda' to create more hate and anger against Kashmiris &amp; Muslims.",Pro OPP,"['kashmir', 'targeted', 'file']","[{'text': 'kashmir', 'score': 0.5101}, {'text': 'targeted', 'score': 0.1231}, {'text': 'file', 'score': 0.0992}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,"Mixed cues: favour=['targeted'], against=['propaganda']"
2245413,"Shah grandly promised to resettle 6000 people in Kashmir by 2022
 #LieLikeModi 
 Only 15% of homes promised are built
 
 It was under Congress-UPA that 3800 Kashmiri Pandits were actually settled with homes, aid &amp; jobs between 2008 &amp; 2011.
 
 Now they are fleeing
 #ModiFailedIndia https://t.co/VGIDhiKZT6",Pro OPP,"['kashmir', 'resettle', 'congress']","[{'text': 'kashmir', 'score': 0.5337}, {'text': 'resettle', 'score': 0.3508}, {'text': 'congress', 'score': 0.1936}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['resettle']
2463892,"@RahulGandhi Congress-UPA between 2004-14 brought peace to Kashmir with a sharp fall in terror incidents &amp; fatalities and rehabilitated thousands of Kashmiri Pandits.
 
 BJP-RSS have presided over the ever rising deaths of Kashmiris, while using Kashmiri Pandits as fodder. 
 
 #ModiFailedIndia https://t.co/RIKitIZTZG",Pro OPP,"['kashmir', 'congress', 'rehabilitated']","[{'text': 'kashmir', 'score': 0.5708}, {'text': 'congress', 'score': 0.244}, {'text': 'rehabilitated', 'score': 0.1153}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,"Mixed cues: favour=['terror'], against=['rss']"
1925864,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2529548,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2139973,"#JammuAndKashmir | Kashmiri Pandits hold protest in Srinagar against the killings by terrorists.
 
 (ANI) https://t.co/H4xpRqkR3D",Pro OPP,"['kashmir', 'protest', 'killings']","[{'text': 'kashmir', 'score': 0.5149}, {'text': 'protest', 'score': 0.4218}, {'text': 'killings', 'score': 0.1703}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['terrorists']
2297681,"Kashmiri Pandits are protesting against the Govt for failure to provide them security
 
 Anupam Kher &amp; Vivek Agnihotri have not even tweeted in their support.
 
 Becoz Govt stooges cant question the authority, they only know how to milk the tragedy.",Pro OPP,"['protesting', 'pandits', 'milk']","[{'text': 'protesting', 'score': 0.4073}, {'text': 'pandits', 'score': 0.4047}, {'text': 'milk', 'score': 0.1138}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,"Favour cues: ['support', 'tragedy']"
1914468,"Soon after the release of the film, Kashmir Files, social media was abuzz with memories of the dark days of the exodus. We speak to a few Kashmiri Pandits in the city about missing their hometown and how they escaped a hopeless situation.
 @NewIndianXpress 
 https://t.co/UDGv79BQIr",Pro OPP,"['kashmir', 'escaped', 'media']","[{'text': 'kashmir', 'score': 0.5409}, {'text': 'escaped', 'score': 0.3622}, {'text': 'media', 'score': 0.237}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
2245413,"Shah grandly promised to resettle 6000 people in Kashmir by 2022
 #LieLikeModi 
 Only 15% of homes promised are built
 
 It was under Congress-UPA that 3800 Kashmiri Pandits were actually settled with homes, aid &amp; jobs between 2008 &amp; 2011.
 
 Now they are fleeing
 #ModiFailedIndia https://t.co/VGIDhiKZT6",Pro OPP,"['kashmir', 'resettle', 'congress']","[{'text': 'kashmir', 'score': 0.5337}, {'text': 'resettle', 'score': 0.3508}, {'text': 'congress', 'score': 0.1936}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['resettle']
2586764,"Kashmir &amp; agony of Kashmiri Pandits is back in focus. Let's revisit what BJP &amp; Congress said after exodus of Pandits in Jan 1990
 
 Lok Sabha discussed the issue on Mar 13,1990. Jaswant Singh, who was the lead speaker from BJP opposed posting of Army, BSF in valley, I quote.. 1/n https://t.co/mp6iP1NBv0",Pro OPP,"['kashmir', 'congress', 'focus']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'congress', 'score': 0.2668}, {'text': 'focus', 'score': 0.1997}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
1923810,"Rahul Bhat - A Kashmiri Pandit, was a Govt employee. 
 
 ""As many as 14 members of the minority Hindu community, including Kashmiri Pandits, have been killed by terrorists in Kashmir between August 2019 and March 2022"" : The Times of India 
 
 Is this how BJP treats Kashmiri Pandits?",Pro OPP,"['hindu', 'employee', '2022']","[{'text': 'hindu', 'score': 0.5322}, {'text': 'employee', 'score': 0.2408}, {'text': '2022', 'score': 0.0768}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,"Favour cues: ['killed', 'minority', 'terrorists']"
1918525,"2019- They lathicharged on CAA protest
 
 2020- They lathicharged on Farmers protest
 
 2021- They lathicharged on Student protest
 
 2022- Now they are lathicharging on Kashmiri Pandits protest
 
 Anyone protesting angers this Govt.",Pro OPP,"['protesting', '2022', 'farmers']","[{'text': 'protesting', 'score': 0.5353}, {'text': '2022', 'score': 0.3478}, {'text': 'farmers', 'score': 0.1821}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2251284,You know it's possible to stand with Kashmiri Pandits without creating hatred against Muslims.,Pro OPP,"['muslims', 'pandits', 'without']","[{'text': 'muslims', 'score': 0.5115}, {'text': 'pandits', 'score': 0.2898}, {'text': 'without', 'score': 0.1667}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['stand']
2308399,"Kashmir Files is making money.
 
 Kashmiri Pandits living in refugee camps are still waiting for Govt to make their houses.",Pro OPP,"['kashmir', 'make', 'camps']","[{'text': 'kashmir', 'score': 0.432}, {'text': 'make', 'score': 0.2134}, {'text': 'camps', 'score': 0.2006}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2142822,"#LeftRightCentre | Mohit Bhan (@buttkout) 
 Spokesperson, PDP, on the recent killings of #KashmiriPandits https://t.co/EHBUTJrHvd",Pro OPP,"['kashmiri', 'killings', 'pdp']","[{'text': 'kashmiri', 'score': 0.5655}, {'text': 'killings', 'score': 0.4932}, {'text': 'pdp', 'score': 0.2871}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,No clear reference to Kashmiri Pandits and no stance cues
2175832,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
739816,What security was provided to the Kashmiri pandits by the administration? They seemed to be absolutely without any security. Post the terror takeover by the Taliban in Afghanistan this sort of targeting of the minority community was expected in Kashmir,Pro OPP,"['kashmir', 'security', 'minority']","[{'text': 'kashmir', 'score': 0.4363}, {'text': 'security', 'score': 0.3481}, {'text': 'minority', 'score': 0.1706}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,"Favour cues: ['minority', 'terror']"
2145465,"A case is being made that Congress is rattled on the issue of Kashmiri Pandits or Kashmir. But certainly, that’s wrong! https://t.co/A1mbqSwaLh",Pro OPP,"['kashmir', 'congress', 'wrong']","[{'text': 'kashmir', 'score': 0.4588}, {'text': 'congress', 'score': 0.4357}, {'text': 'wrong', 'score': 0.3734}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2272166,"Example of Township built by Congress only for Kashmiri Pandits in J&amp;K. 
 Date March 04, 2011
 
 How many such township built by BJP in last 8 years ?
 
 Any data @narendramodi ?
 
 #TheKashmirFiles https://t.co/LILbJHQJ6J",Pro OPP,"['kashmir', 'township', 'congress']","[{'text': 'kashmir', 'score': 0.4969}, {'text': 'township', 'score': 0.434}, {'text': 'congress', 'score': 0.2051}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1840114,"While there is no denying the tragic suffering of the Kashmiri Pandits, the fact is: #KashmirFiles is a badly made film that should never have been screened at an International Film Festival meant to showcase great cinema.",Pro OPP,"['kashmir', 'never', 'screened']","[{'text': 'kashmir', 'score': 0.555}, {'text': 'never', 'score': 0.1683}, {'text': 'screened', 'score': 0.0891}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['suffering']
2272941,"Kashmiri Pandit Samiti says “situation in Kashmir Valley is returning to 1990.” “In 1990, killings lists were circulated in mosques and in 2022 these lists are circulated on the internet and social media, just modus operadi has changed but the mentality is the same” https://t.co/wxkUsiM093",Pro OPP,"['kashmir', 'changed', 'killings']","[{'text': 'kashmir', 'score': 0.5009}, {'text': 'changed', 'score': 0.3149}, {'text': 'killings', 'score': 0.2802}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2446368,#KashmirFilesMovie has earned almost 200 crores. Now the producer of the film should consider donating 50% of the revenue to the rehabilitation of #KashmiriPandits (BJP should donate another 100 crores!),Pro OPP,"['kashmir', 'donating', 'producer']","[{'text': 'kashmir', 'score': 0.4013}, {'text': 'donating', 'score': 0.3994}, {'text': 'producer', 'score': 0.2737}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Weak/indirect cues without explicit Kashmiri Pandit reference
2458253,"PM Manmohan Singh inaugurating Township and handing out flats for Kashmiri Pandits in 2011
 
 How many such township built by BJP in last 8 years ?
 
 YouTube https://t.co/K8lfe2mDvw
 
 #TheKashmirFiles https://t.co/DnFDNJrNpY",Pro OPP,"['kashmir', 'township', 'youtube']","[{'text': 'kashmir', 'score': 0.5497}, {'text': 'township', 'score': 0.4157}, {'text': 'youtube', 'score': 0.0761}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2158797,"The Kashmiri Pandit Files ft. BJP
 
 Only Facts🔥
 
 #KashmirFiles #BJP #KashmiriPandits https://t.co/ILb817yEor",Pro OPP,"['kashmir', 'files', 'facts']","[{'text': 'kashmir', 'score': 0.6132}, {'text': 'files', 'score': 0.2878}, {'text': 'facts', 'score': 0.2617}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2357465,"They made people dream about a 'plot in Kashmir'
 
 Then, they made Kashmiri Pandits leave their own homes.",Pro OPP,"['kashmir', 'dream', 'leave']","[{'text': 'kashmir', 'score': 0.478}, {'text': 'dream', 'score': 0.2906}, {'text': 'leave', 'score': 0.2078}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
57405,A Himchali Migrant Banging Thali to protest against Sonu Sood for not sending Kashmiri Pandits back to their native home.(2020) https://t.co/wCE6QSNJZl,Pro OPP,"['pandits', 'protest', 'migrant']","[{'text': 'pandits', 'score': 0.4618}, {'text': 'protest', 'score': 0.4417}, {'text': 'migrant', 'score': 0.383}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2272811,"Centre not in favour of moving Kashmiri Pandits/Hindus to Jammu to avoid a repeat of the situation in the 1990s when thousands migrated under government’s watch. Security agencies anticipate more attacks in the coming days, I report https://t.co/7ZOAr4snSb",Pro OPP,"['hindus', 'security', 'moving']","[{'text': 'hindus', 'score': 0.4009}, {'text': 'security', 'score': 0.282}, {'text': 'moving', 'score': 0.2502}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2283824,"BJP Leader Jagmohan Malhotra who was governor of J&amp;K during 1990, gave the way out to Kashmiri Pandits from Kashmir instead of giving them protection.
 
 Today they are using Kashmiri Pandits for their communal agenda.
  
 #BJPCheatedKashmiriPandits",Pro OPP,"['kashmir', 'leader', 'cheated']","[{'text': 'kashmir', 'score': 0.61}, {'text': 'leader', 'score': 0.2054}, {'text': 'cheated', 'score': 0.188}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['protection']
1989043,"BJP ecosystem is promoting #TheKashmirFiles.Facts — 
 
 — BJP, an ally of VP Singh prevailed upon him to dismiss INC-NC Govt then &amp; that Jagmohan becomes Guv J&amp;K
 
 — Kashmiri Pandits left J&amp;K during Jagmohan
 
 — BJP has been in Central Govt for 13 years, since. Done zilch for Pandits",Pro OPP,"['kashmir', 'promoting', 'dismiss']","[{'text': 'kashmir', 'score': 0.6505}, {'text': 'promoting', 'score': 0.1448}, {'text': 'dismiss', 'score': 0.0835}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2273577,"Amit Malviya and Kapil Mishra misrepresented Delhi CM Kejriwal's assembly address where he criticised BJP members for promoting 'The Kashmir Files'. They falsely claimed Kejriwal denied atrocities faced by Kashmiri Pandits. #AltNewsFactCheck | @ArchitMeta
 https://t.co/YBOPGTfgyO",Pro OPP,"['misrepresented', 'kashmir', 'assembly']","[{'text': 'misrepresented', 'score': 0.4614}, {'text': 'kashmir', 'score': 0.4457}, {'text': 'assembly', 'score': 0.0404}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2591023,"Kashmiri Pandits are protesting against the Govt for failure to provide them security
 
 Anupam Kher &amp; Vivek Agnihotri have not even tweeted in their support.
 
 Becoz Govt stooges cant question the authority, they only know how to milk the tragedy.",Pro OPP,"['protesting', 'pandits', 'milk']","[{'text': 'protesting', 'score': 0.4073}, {'text': 'pandits', 'score': 0.4047}, {'text': 'milk', 'score': 0.1138}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,"Favour cues: ['support', 'tragedy']"
2483355,"Kashmiri Pandits aren’t safe. Low cost target killings winning against Modi politics'
 
 Manvendra Singh @ManvendraJasol, Congress leader and Editor-in-Chief of Defence &amp; Security Alert, writes 
  
 #ThePrintOpinion
 
 https://t.co/uwO1UJvk6h",Pro OPP,"['safe', 'killings', 'congress']","[{'text': 'safe', 'score': 0.4713}, {'text': 'killings', 'score': 0.4195}, {'text': 'congress', 'score': 0.2339}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['safe']
710461,"Has Union Home minister @ReallySwara answered why zero security measures were taken to protect Kashmiri Pandits in Kashmir? And, Prime Minister @RahulGandhi for the Lakhimpur massacre? How can anyone blame Modi &amp; Shah?",Pro OPP,"['kashmir', 'union', 'zero']","[{'text': 'kashmir', 'score': 0.4566}, {'text': 'union', 'score': 0.1253}, {'text': 'zero', 'score': 0.0942}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,"Favour cues: ['massacre', 'protect']"
2501881,"Kashmir &amp; agony of Kashmiri Pandits is back in focus. Let's revisit what BJP &amp; Congress said after exodus of Pandits in Jan 1990
 
 Lok Sabha discussed the issue on Mar 13,1990. Jaswant Singh, who was the lead speaker from BJP opposed posting of Army, BSF in valley, I quote.. 1/n https://t.co/mp6iP1NBv0",Pro OPP,"['kashmir', 'congress', 'focus']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'congress', 'score': 0.2668}, {'text': 'focus', 'score': 0.1997}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
2595476,The Kashmiri Pandits (also known as Kashmiri Brahmins) are a group of Kashmiri Hindus and a part of the larger Saraswat Brahmin community of India. They belong to the Pancha Gauda Brahmin group from the Kashmir Valley.,Pro OPP,"['kashmir', 'brahmins', 'group']","[{'text': 'kashmir', 'score': 0.4965}, {'text': 'brahmins', 'score': 0.4309}, {'text': 'group', 'score': 0.1691}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1853529,"How many of you feel that BJP is behind the attacks on Kashmiri Pandits to ignite hate against Muslims and to polarise Hindu votes. 
 
 I feel.",Pro OPP,"['hindu', 'attacks', 'feel']","[{'text': 'hindu', 'score': 0.4916}, {'text': 'attacks', 'score': 0.3846}, {'text': 'feel', 'score': 0.1747}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
