source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
,"#No1_Dubakoor_Modi

It is in national interest to keep out Divider-in-Chief and Sanghi slaves. https://t.co/XkY8guC70O",Pro OPP,,modi,"['slaves', 'no1dubakoormodi', 'keep']","[{'text': 'slaves', 'score': 0.4493}, {'text': 'no1dubakoormodi', 'score': 0.3656}, {'text': 'keep', 'score': 0.3353}]",against ,questioning modi's decisions.
,Press note dated 29 Jan 2021 #FarmerTikaitVsModiDakait https://t.co/ux0y5yqGks,Pro OPP,,modi,"['2021', 'farmer', 'tikaitvsmodidakait']","[{'text': '2021', 'score': 0.5165}, {'text': 'farmer', 'score': 0.5157}, {'text': 'tikaitvsmodidakait', 'score': 0.4203}]",neutral ,no stance taken. only news delivered 
,Wah Modijee Wah https://t.co/hyKXUPX5eP,Pro OPP,,modi,"['wah', 'modijee']","[{'text': 'wah', 'score': 0.6734}, {'text': 'modijee', 'score': 0.6584}]",against ,tone of sarcasm. 
,"Successful climate actions also need adequate financing. 

for this, developed countries need to fulfill their commitments on finance and technology transfer: PM @narendramodi",Pro Ruling,,modi,"['financing', 'climate', 'narendramodi']","[{'text': 'financing', 'score': 0.4594}, {'text': 'climate', 'score': 0.3602}, {'text': 'narendramodi', 'score': 0.2143}]",for ,shows modi as a responsible climate leader. 
,The nation’s tallest leader PM @narendramodi has often lead by example and driven home the point “Dignity of labour” shall always be respected. https://t.co/hULfECr78g,Pro Ruling,,modi,"['narendramodi', 'labour', 'lead']","[{'text': 'narendramodi', 'score': 0.486}, {'text': 'labour', 'score': 0.4407}, {'text': 'lead', 'score': 0.3492}]",against ,tone of sarcasm. 
,"Andhra CM @ysjagan almost certainly took @narendramodi into confidence about what he was planning to do. 

After all, he met the PM in Delhi on the very day he sent his missive to CJI Bobde.

https://t.co/pa1xBVoBXw via @thewire_in",Pro OPP,,modi,"['narendramodi', 'confidence', 'thewire_in']","[{'text': 'narendramodi', 'score': 0.6407}, {'text': 'confidence', 'score': 0.3206}, {'text': 'thewire_in', 'score': 0.1213}]",,"No context given of what Andhra CM did, something good or bad?"
,"PM @narendramodi spoke to Gujarat CM @Bhupendrapbjp and other officials regarding the mishap in Morbi. He has sought urgent mobilisation of teams for rescue ops. He has asked that the situation be closely and continuously monitored, and extend all possible help to those affected.",Pro Ruling,,modi,"['narendramodi', 'rescue', 'monitored']","[{'text': 'narendramodi', 'score': 0.4663}, {'text': 'rescue', 'score': 0.461}, {'text': 'monitored', 'score': 0.3958}]",for ,shows modi being proactive and dependable in a time of conflict. 
,"Such statements are seeds of the riots and hate in the country. Army and defence have been the core priority of nation.

@narendramodi is using hide his failures is the proof that he is the weakest man, who can not handle dissent. 

These kind of people are a curse to nation. https://t.co/Ffnk2ddL4R",Pro OPP,,modi,"['narendramodi', 'hate', 'army']","[{'text': 'narendramodi', 'score': 0.5595}, {'text': 'hate', 'score': 0.3464}, {'text': 'army', 'score': 0.1929}]",against ,accuses modi of spreading hate and riots. says hes weak and a failure. 
,"Mr. @narendramodi Where is 2 crore jobs every year? 

Never vote to BJP who destroyed Students life.

#JusticeforArmyStudents https://t.co/tmi2LS7EZH",Pro OPP,,modi,"['narendramodi', 'railway', 'calendar']","[{'text': 'narendramodi', 'score': 0.4168}, {'text': 'railway', 'score': 0.3553}, {'text': 'calendar', 'score': 0.2913}]",against ,shows how modi failed to deliver on his promise of creating jobs and instead destroyed the lives of students. 
,"PM Shri @narendramodi to e-launch various health, tourism and farmer oriented projects in Gujarat on October 24, 2020. https://t.co/mfyT4mSV3S",Pro Ruling,,modi,"['narendramodi', '2020', 'health']","[{'text': 'narendramodi', 'score': 0.4808}, {'text': '2020', 'score': 0.3201}, {'text': 'health', 'score': 0.2619}]",for ,shows modi promoting development. 
,@narendramodi There was a old report that a woman who inspired Modi handled his Twitter account. https://t.co/d21xMpZ0eP,Pro OPP,,modi,"['narendramodi', 'woman', 'account']","[{'text': 'narendramodi', 'score': 0.4229}, {'text': 'woman', 'score': 0.3822}, {'text': 'account', 'score': 0.3051}]",neutral ,no stance taken. only news delivered 
,What a meeting. What a leader. What an Aura. Will post more details. We spent some thought provoking minutes in a no holds barred discussion. Thank you @narendramodi you always inspire. @AmitBagaria12,Pro Ruling,,modi,"['meeting', 'inspire', 'narendramodi']","[{'text': 'meeting', 'score': 0.6286}, {'text': 'inspire', 'score': 0.4058}, {'text': 'narendramodi', 'score': 0.4034}]",for ,praises modi for being inspiring. 
,"US $ = 76.88 

Today US $ against One Indian Rupee has crossed all previous records. Indian Rupee is all time low. 
I hope PM @narendramodi must have remembered CM Modi words. If not here then he should watch this and feel embarrassed. 😁 https://t.co/KSmKZySuZJ",Pro OPP,,modi,"['narendramodi', 'records', 'crossed']","[{'text': 'narendramodi', 'score': 0.3981}, {'text': 'records', 'score': 0.2091}, {'text': 'crossed', 'score': 0.1861}]",against ,demanding Modi to remember his promises. blaming him for fall of indian rupee.
,"The only man responsible for this is Narendra Modi !
Can you see this Modi , resign please !!

#ResignModi
 @narendramodi https://t.co/stVlTcXLuc",Pro OPP,,modi,"['resign', 'narendramodi', 'responsible']","[{'text': 'resign', 'score': 0.4852}, {'text': 'narendramodi', 'score': 0.4838}, {'text': 'responsible', 'score': 0.3058}]",against ,demanding Modi to resign as prime minister 
,"Meanwhile, just in case any Indian is still worried about Chinese troops in Ladakh, they can shift their attention to the year-long commemoration of the 1971 war.

What irony! @narendramodi is celebrating a grand Indira Gandhi victory to shift attention from a Modi defeat! https://t.co/Sl5U9eGzw5",Pro OPP,,modi,"['narendramodi', 'celebrating', 'troops']","[{'text': 'narendramodi', 'score': 0.4979}, {'text': 'celebrating', 'score': 0.3758}, {'text': 'troops', 'score': 0.2748}]",against ,showing how Modi lost to chinese troops and is diverting attention by focusing on a victory made by the congress years earlier. 
,"This ⁦@narendramodi⁩ Govt appears to be hell bent on destroying the dignity and sobriety of the three services; and replacing it with some bastardised Bollywood culture

How embarrassing this “Navy nautanki” is! Are the service chiefs going to shut their eyes and acquiesce? https://t.co/e3CZFgpgkp",Pro OPP,,modi,"['narendramodi', 'navy', 'shut']","[{'text': 'narendramodi', 'score': 0.4792}, {'text': 'navy', 'score': 0.3743}, {'text': 'shut', 'score': 0.3113}]",against ,"accusing modi and his govt of destroying the dignity and sobriety of the services, including media and pop culture in india. "
,"Perfect reply to @narendramodi 's MNREGA allegations by Congress leader @ManishTewari .

Exposed the hypocrisy of Modi government

🔥🔥🔥 https://t.co/yB6oOP7gO0",Pro OPP,,modi,"['narendramodi', 'hypocrisy', 'congress']","[{'text': 'narendramodi', 'score': 0.5808}, {'text': 'hypocrisy', 'score': 0.4457}, {'text': 'congress', 'score': 0.3671}]",against ,calling modi hypocritical. support for congress. 
,"Shri @KalrajMishra, the Governor of Rajasthan met PM @narendramodi. https://t.co/SDLKdEd0Y0",Pro Ruling,,modi,"['narendramodi', 'governor', 'pm']","[{'text': 'narendramodi', 'score': 0.6417}, {'text': 'governor', 'score': 0.2446}, {'text': 'pm', 'score': 0.147}]",neutral ,no stance taken. only news delivered 
,Dr Manmohan Singh’s letter to @narendramodi. Read the suggestions. This is what a leader with gravitas and vision would write. Hope the @PMOIndia considers them seriously and implements them for the good of the nation. https://t.co/wi1vbWPcRp,Pro OPP,,modi,"['narendramodi', 'write', 'gravitas']","[{'text': 'narendramodi', 'score': 0.5621}, {'text': 'write', 'score': 0.3189}, {'text': 'gravitas', 'score': 0.1719}]",against ,shows how Dr. Manmohan Singh has always been a better leader than modi. 
,"To give SPEED to our growth story, Gatishakti unifies 100 lakh crores projects by combining 16 ministries

This will reduced RED-TAPISM &amp; speed infrastructure development that will improve ease of doing business 

#21YearsOfPMModi https://t.co/jUR11KcsFm",Pro Ruling,,modi,"['projects', 'speed', '21yearsofpmmodi']","[{'text': 'projects', 'score': 0.4628}, {'text': 'speed', 'score': 0.3706}, {'text': '21yearsofpmmodi', 'score': 0.2914}]",for ,shows how development is fastening in India due to modi. 
,"His bravery and ideals inspire every Indian. His contribution to India is indelible. 

India bows to the great Netaji Subhas Chandra Bose. 

PM @narendramodi began his Kolkata visit and #ParakramDivas programmes by paying homage to Netaji Bose at Netaji Bhawan. https://t.co/2DG49aB4vW",Pro Ruling,,modi,"['narendramodi', 'bravery', 'paying']","[{'text': 'narendramodi', 'score': 0.6455}, {'text': 'bravery', 'score': 0.3074}, {'text': 'paying', 'score': -0.0106}]",for ,"shows how modi honoured Bose, strong support for Bose. "
,"PM @narendramodi’s long &amp; detailed phone calls to around 20 CMs over last 12 days, on fighting #COVID &amp; asking directly what more the state needs, cutting the bureaucracy in between

How this new approach has worked? My Special story @moneycontrolcom 

https://t.co/J7MoVjoTXJ",Pro Ruling,,modi,"['narendramodi', 'moneycontrolcom', 'cutting']","[{'text': 'narendramodi', 'score': 0.4612}, {'text': 'moneycontrolcom', 'score': 0.2355}, {'text': 'cutting', 'score': 0.1234}]",for ,shows how Modi is trying to effectively unite nation against fight on covid. 
,"At the Vatican City, PM @narendramodi had a meeting with Pope Francis. @Pontifex https://t.co/o9OobfIBkL",Pro Ruling,,modi,"['pope', 'narendramodi', 'city']","[{'text': 'pope', 'score': 0.627}, {'text': 'narendramodi', 'score': 0.2394}, {'text': 'city', 'score': 0.1787}]",neutral ,no stance taken. only news delivered 
,Followed by.... https://t.co/iGlvmtMJi5,Pro OPP,,modi,"['narendramodi', 'by', 'followed']","[{'text': 'narendramodi', 'score': 0.8818}, {'text': 'by', 'score': 0.4683}, {'text': 'followed', 'score': 0.4177}]",neutral ,no stance taken. only news delivered 
,Hon’ble PM @narendramodi pays his tributes to the martyrs of the 2001 Parliament Attack. https://t.co/aGUAai3HxK,Pro Ruling,,modi,"['martyrs', 'narendramodi', '2001']","[{'text': 'martyrs', 'score': 0.6069}, {'text': 'narendramodi', 'score': 0.4272}, {'text': '2001', 'score': 0.1856}]",for ,shows modi paying respects to martyrs. 
,"I was little busy yesterday, looks like I missed Fancy dress photo shoot ?? 

He is insane man 🤨 Best part is the fools who share those pics &amp; jump up and down ! 

#ModiHaiToMumkinHai https://t.co/MAFAgvhL4z",Pro OPP,,modi,"['pics', 'fools', 'modihaitomumkinhai']","[{'text': 'pics', 'score': 0.4804}, {'text': 'fools', 'score': 0.3411}, {'text': 'modihaitomumkinhai', 'score': 0.1052}]",against ,calls modi an insane man. 
,"Swami Atmasthananda Ji devoted his life to serving society. PM @narendramodi had the honour of knowing him for many years and always receiving his blessings. At around 10:45 AM, PM Modi will address a programme via video conferencing to mark Swami Atmasthananda’s birth centenary.",Pro Ruling,,modi,"['narendramodi', 'centenary', 'serving']","[{'text': 'narendramodi', 'score': 0.6477}, {'text': 'centenary', 'score': 0.4375}, {'text': 'serving', 'score': 0.3021}]",for ,shows how modi had the blessings of a famous and respected Swami. 
,"IT man-turned-#BJP (@BJP4India) worker walking barefoot since 2012 to see #NarendraModi (@narendramodi) become PM, now for 3rd time

Read: https://t.co/y0qLZk11pJ https://t.co/NR7tyIA7uL",Pro OPP,,modi,"['narendramodi', 'barefoot', 'worker']","[{'text': 'narendramodi', 'score': 0.6305}, {'text': 'barefoot', 'score': 0.4199}, {'text': 'worker', 'score': 0.3095}]",for ,shows how population loves modi. 
,"Terminal decline: How #GVK group's infra bets cost it Mumbai airport biz to the rising star of Indian business @gautam_adani otherwise known as @narendramodi “son from another father” unconscionable favouritism to Adani-Ambani while all of India bleeds 😡
https://t.co/B3vbO1HDBj",Pro OPP,,modi,"['airport', 'narendramodi', 'bets']","[{'text': 'airport', 'score': 0.5021}, {'text': 'narendramodi', 'score': 0.4531}, {'text': 'bets', 'score': 0.3236}]",against ,shows how modi supports corrupt capitalistism and industrialists while India bleeds. 
,"Chief Justice, Ramana has asked the Modi Govt. 
Do we need ""sedition law"" (Section 124A of IPC) even after 75 years of Independence? 
#SeditionLaw 
#ModiBabaAur78Chor",Pro OPP,,modi,"['law', 'chief', 'modibabaaur78chor']","[{'text': 'law', 'score': 0.4162}, {'text': 'chief', 'score': 0.2267}, {'text': 'modibabaaur78chor', 'score': 0.0958}]",against ,"shows modi asking for sedition law despite 75 years of independence. hashtag is a taunt at modi and his team of ""thieves"". "
,"PM @narendramodi emplanes for Tokyo, where he will take part in the Quad Summit and other programmes. https://t.co/SxYEqsm3dm",Pro Ruling,,modi,"['narendramodi', 'tokyo', 'quad']","[{'text': 'narendramodi', 'score': 0.4491}, {'text': 'tokyo', 'score': 0.428}, {'text': 'quad', 'score': 0.1367}]",neutral ,no stance taken. only news delivered 
,Unfortunate is the fact that we are governed by @narendramodi https://t.co/zvUEii6bYV,Pro OPP,,modi,"['narendramodi', 'governed', 'unfortunate']","[{'text': 'narendramodi', 'score': 0.6932}, {'text': 'governed', 'score': 0.5383}, {'text': 'unfortunate', 'score': 0.3525}]",against ,comments that being governed under modi is a misfortune. 
,"What a magnificent new home for the people who uphold our Constitution, represent every citizen of this great Nation and protect the diversity of her one People @narendramodi ji. 
A new Parliament building for a New India but with the age old dream of Glory for India. Jai Hind!… https://t.co/OgafXSFoOn https://t.co/FjXFZwYk2T",Pro OPP,,modi,"['home', 'narendramodi', 'constitution']","[{'text': 'home', 'score': 0.4821}, {'text': 'narendramodi', 'score': 0.4726}, {'text': 'constitution', 'score': 0.4523}]",for ,"praises the new parliament building as a great place for those ""upholding"" the constitution and a New India. "
,PM @narendramodi visited the Heliopolis War Memorial in Cairo. He paid homage to the supreme sacrifice made by countless Indian soldiers during the First World War. https://t.co/l4rGbIcOud,Pro Ruling,,modi,"['memorial', 'heliopolis', 'narendramodi']","[{'text': 'memorial', 'score': 0.4878}, {'text': 'heliopolis', 'score': 0.4523}, {'text': 'narendramodi', 'score': 0.3403}]",for ,Shows Modi remembering the sacrifices of past indian soldiers in a foreign country. 
,"Discussions continue between PM @narendramodi and Chancellor Scholz in Berlin. Both leaders are reviewing the full range of bilateral ties between India and Germany, including giving an impetus to trade as well as cultural linkages. @Bundeskanzler https://t.co/Wj3M8mVQjr",Pro Ruling,,modi,"['berlin', 'linkages', 'narendramodi']","[{'text': 'berlin', 'score': 0.5548}, {'text': 'linkages', 'score': 0.2491}, {'text': 'narendramodi', 'score': 0.2451}]",neutral ,no stance taken. only news delivered 
,"Prime Minister @narendramodi in Surat.
Migratory election birds just don’t get the connect Modi Ji has with the masses, more so in #Gujarat 
https://t.co/396F0iFQsA",Pro Ruling,,modi,"['narendramodi', 'birds', 'election']","[{'text': 'narendramodi', 'score': 0.4956}, {'text': 'birds', 'score': 0.4699}, {'text': 'election', 'score': 0.4347}]",for ,praises connect that Modi has with masses. 
,"Environmental sustainability can only be achieved through climate justice. 

Energy requirements of the people of India are expected to nearly double in the next 20 years. 

Denying this energy would be denying life itself to millions: PM @narendramodi",Pro Ruling,,modi,"['sustainability', 'millions', 'narendramodi']","[{'text': 'sustainability', 'score': 0.4794}, {'text': 'millions', 'score': 0.2603}, {'text': 'narendramodi', 'score': 0.2134}]",for ,Modi as a responsibile climate leader. 
,"@AditiAnarayanan @narendramodi Party functions are different from govt or official ones. Also, why should any CM receive the PM? India is a federal nation. PM is not the emperor.",Pro OPP,,modi,"['govt', 'narendramodi', 'functions']","[{'text': 'govt', 'score': 0.4856}, {'text': 'narendramodi', 'score': 0.4188}, {'text': 'functions', 'score': 0.1809}]",against ,Modi is not treated as a normal PM but an emperor. 
,"Well played @Pvsindhu1! 

PM @narendramodi spoke to PV Sindhu and congratulated her on winning the Bronze at #Tokyo2020.",Pro Ruling,,modi,"['congratulated', 'narendramodi', 'bronze']","[{'text': 'congratulated', 'score': 0.5125}, {'text': 'narendramodi', 'score': 0.4473}, {'text': 'bronze', 'score': 0.3673}]",neutral ,no stance taken. only news delivered 
,The Governor of Andhra Pradesh Shri Biswa Bhusan Harichandan called on PM @narendramodi. https://t.co/1IJipEHnxO,Pro Ruling,,modi,"['narendramodi', 'called', 'governor']","[{'text': 'narendramodi', 'score': 0.6399}, {'text': 'called', 'score': 0.3599}, {'text': 'governor', 'score': 0.3547}]",neutral ,no stance taken. only news delivered 
,PM @narendramodi visited the Heliopolis War Memorial in Cairo. He paid homage to the supreme sacrifice made by countless Indian soldiers during the First World War. https://t.co/l4rGbIcOud,Pro Ruling,,modi,"['memorial', 'heliopolis', 'narendramodi']","[{'text': 'memorial', 'score': 0.4878}, {'text': 'heliopolis', 'score': 0.4523}, {'text': 'narendramodi', 'score': 0.3403}]",for ,Shows Modi remembering the sacrifices of past indian soldiers in a foreign country. 
,"PM @narendramodi to interact with representatives from #Varanasi based NGOs tomorrow

PM to discuss and showcase the efforts of these organizations towards food distribution and other assistance measures during #lockdown

Details: https://t.co/UNpOGqAXlY",Pro Ruling,,modi,"['narendramodi', 'organizations', 'lockdown']","[{'text': 'narendramodi', 'score': 0.4139}, {'text': 'organizations', 'score': 0.3945}, {'text': 'lockdown', 'score': 0.1917}]",for ,Shows modi being interactive and collaborative with on ground NGOs for greater good. 
,"Will he match the color of the jhola with his shawl or his kurta? 
#JholaUthaoModiji https://t.co/pU08kNfxQ5",Pro OPP,,modi,"['jholauthaomodiji', 'shawl', 'color']","[{'text': 'jholauthaomodiji', 'score': 0.5597}, {'text': 'shawl', 'score': 0.4399}, {'text': 'color', 'score': 0.4273}]",against ,tone of mockery
,"Yo Narendra - go on. Do what you can. 

cc: @narendramodi @DelhiPolice https://t.co/HYenfax0FK",Pro OPP,,modi,"['narendramodi', 'go', 'delhipolice']","[{'text': 'narendramodi', 'score': 0.6475}, {'text': 'go', 'score': 0.3191}, {'text': 'delhipolice', 'score': 0.3108}]",against ,challenging modi. 
,"PM @narendramodi’s water mission is a game changer, writes @Sanju_Verma_. #MustRead https://t.co/Hnxa1XUah5",Pro Ruling,,modi,"['water', 'narendramodi', 'mission']","[{'text': 'water', 'score': 0.4803}, {'text': 'narendramodi', 'score': 0.4733}, {'text': 'mission', 'score': 0.4428}]",for ,"shows modi as a changemaker and visioneer. labels article as ""must read"". "
,Truly Delhi’s tragedy has @narendramodi in 7 RCR &amp; @ArvindKejriwal as CM. Worst administrative disaster for our city,Pro OPP,,modi,"['disaster', 'narendramodi', 'administrative']","[{'text': 'disaster', 'score': 0.5395}, {'text': 'narendramodi', 'score': 0.4903}, {'text': 'administrative', 'score': 0.2952}]",against ,Modi seen as administrative disaster along with Kejriwal. 
,"“Explain the need of new parliament when half of India is hungry”- Mr Kamal Hassan asks PM Shri @narendramodi 

@ikamalhaasan Sir,here is the reply from a common citizen😀🤣😍 https://t.co/CGrU0rIBRn",Pro Ruling,,modi,"['parliament', 'narendramodi', 'hungry']","[{'text': 'parliament', 'score': 0.5097}, {'text': 'narendramodi', 'score': 0.4798}, {'text': 'hungry', 'score': 0.4642}]",for ,Mocking someone for challengings Modi's new parliament building. 
,"Modi @narendramodi has succeeded wildly in doing what Musharraf failed to do with Kargil -- internationalising Kashmir to the extent that all and sundry are offering to mediate: Trump, Xi, now even Guterres! Is Trump gearing up to make the offer in India?? https://t.co/2sjEXJqQCF",Pro OPP,,modi,"['narendramodi', 'trump', 'internationalising']","[{'text': 'narendramodi', 'score': 0.5342}, {'text': 'trump', 'score': 0.3094}, {'text': 'internationalising', 'score': 0.2409}]",for ,shows modi as an important international player. 
,"▶️PRESS COMMUNIQUE 

#PresidentKovind, as advised by the Prime Minister @narendramodi has appointed the members of the Council of Ministers

#Govt4Growth 

🔗https://t.co/0w59WWixB1",Pro Ruling,,modi,"['ministers', 'narendramodi', 'growth']","[{'text': 'ministers', 'score': 0.475}, {'text': 'narendramodi', 'score': 0.3463}, {'text': 'growth', 'score': 0.2799}]",neutral ,no stance taken. only news delivered 
,"PM Shri ⁦@narendramodi⁩’s #SankalpManthan: read, absorb, disseminate: 

https://t.co/IW8me5qpcZ

via NaMo App",Pro Ruling,,modi,"['narendramodi', 'absorb', 'app']","[{'text': 'narendramodi', 'score': 0.6196}, {'text': 'absorb', 'score': 0.35}, {'text': 'app', 'score': 0.2922}]",for ,requesting viewers to read modi's work and to absorb and disseminate it. 
,"Mar 24: Gotcha. You're all locked

Mar 27: No. Workers can't go home

Apr 14: No!

Apr 17: Only Kota students can go

Apr 30: Migrants can go home. But only by bus.

May 2: Okay Trains. But you pay

May 4: We pay. But partly.

How screwed up your decision making is @narendramodi?",Pro OPP,,modi,"['migrants', 'screwed', 'narendramodi']","[{'text': 'migrants', 'score': 0.4435}, {'text': 'screwed', 'score': 0.3485}, {'text': 'narendramodi', 'score': 0.301}]",against ,Mockingly shows Modi's destructive decision making during covid. 
,Prime Ministers @narendramodi and @SherBDeuba take part in the Shilanyas programme for the India International Centre for Buddhist Culture and Heritage in the Lumbini Monastic Zone. This Centre will deepen the cultural and people-to-people linkages between India and Nepal. 🇮🇳 🇳🇵 https://t.co/n5TLc1iDUM,Pro Ruling,,modi,"['narendramodi', 'ministers', 'linkages']","[{'text': 'narendramodi', 'score': 0.5648}, {'text': 'ministers', 'score': 0.3255}, {'text': 'linkages', 'score': 0.1951}]",for ,shows how modi is taking active steps to deepen cultural ties between India and Nepal. 
,"2013: ""Modinomics"" 

2017: ""Game Plan to revive economy"" 

2018: Modi ""took direct charge"" of the economy 
 
2019: ""Budget took economy to SemiFinals""

In 2022 clueless Modi is still clueless, while lapdog media still covers up Modi failures🔥

#WhoLetIndiaDown ?
Modi &amp; Co. https://t.co/WsW0vg3izv",Pro OPP,,modi,"['modinomics', 'india', 'down']","[{'text': 'modinomics', 'score': 0.4121}, {'text': 'india', 'score': 0.2564}, {'text': 'down', 'score': 0.1824}]",against ,Gives timeline of Modi's ideas and calls him clueless. calls the media out on being the lapdog to his failures. 
,Will PM @narendramodi create awareness against rumours of Child Kidnapping across India in his #MannKiBaat,Pro OPP,,modi,"['narendramodi', 'kidnapping', 'awareness']","[{'text': 'narendramodi', 'score': 0.5342}, {'text': 'kidnapping', 'score': 0.4271}, {'text': 'awareness', 'score': 0.3106}]",against ,awareness against' an important concern. 
,"Our youth, our scholars should take the responsibility that they will help the efforts of the country in writing the history of our freedom fighters: PM @narendramodi #AmritMahotsav",Pro Ruling,,modi,"['scholars', 'narendramodi', 'fighters']","[{'text': 'scholars', 'score': 0.4451}, {'text': 'narendramodi', 'score': 0.3188}, {'text': 'fighters', 'score': 0.2477}]",for ,shows modi involving the youth in writing the history of freedom struggle. 
,The language &amp; attitude of the ruling party's leaders towards protesting farmers is a mirror of @narendramodi 's vision. #TeamKisan🚜  https://t.co/tv9710ibux,Pro OPP,,modi,"['narendramodi', 'protesting', 'team']","[{'text': 'narendramodi', 'score': 0.5872}, {'text': 'protesting', 'score': 0.4167}, {'text': 'team', 'score': 0.281}]",against ,"""team kisan"" and hints at modi's lack of proper response to them. "
,"Textile sector has always brought opportunities, will help in building self-reliant India: PM @narendramodi. Take a look at the key highlights from PM’s address on Textile Traditions. #AatmaNirbharBharat https://t.co/McYoOu5OpC",Pro Ruling,,modi,"['textile', 'narendramodi', 'sector']","[{'text': 'textile', 'score': 0.6092}, {'text': 'narendramodi', 'score': 0.3927}, {'text': 'sector', 'score': 0.2843}]",for ,shows modi emphasis on textile industry being integral to aatmanirbhar bharat. 
,RT if you think @narendramodi shouldn't watch the women's hockey semi-final match tomorrow.,Pro OPP,,modi,"['narendramodi', 'hockey', 'watch']","[{'text': 'narendramodi', 'score': 0.4148}, {'text': 'hockey', 'score': 0.3902}, {'text': 'watch', 'score': 0.3837}]",against ,calling on modi to sit out women's hockey match. 
,"A special start to a special visit. 

PM @narendramodi was welcomed by PM Frederiksen at Copenhagen. 
@Statsmin https://t.co/iRnJt6J8k3",Pro Ruling,,modi,"['welcomed', 'narendramodi', 'statsmin']","[{'text': 'welcomed', 'score': 0.5139}, {'text': 'narendramodi', 'score': 0.3616}, {'text': 'statsmin', 'score': 0.1878}]",for ,"warm stance towards modi. ""special start to a special visit"". "
,"PM Shri @narendramodi today virtually laid the foundation stone of Light House Projects as part of Global Housing Technology Challenge-India in 6 Indian cities including Rajkot where 1144 houses will be built with the help of tunnels, monolithic concrete construction technology. https://t.co/w6rBEnuS1P",Pro Ruling,,modi,"['construction', 'light', 'narendramodi']","[{'text': 'construction', 'score': 0.5281}, {'text': 'light', 'score': 0.3413}, {'text': 'narendramodi', 'score': 0.2817}]",for ,"modi ""laying foundation stone"" is also symbolic of more concrete development coming indias way. "
,"In 2002,pregnant Bilkis Bano &amp; other women of her family where gang raped, 7-people where murdered. In 2008, 11 convicts get life Imprisonment. Gujarat govt after forgiving there punishment, they where given freedom today.
&amp; today PM @narendramodi has talked about women's respect",Pro OPP,,modi,"['imprisonment', 'pregnant', 'narendramodi']","[{'text': 'imprisonment', 'score': 0.5379}, {'text': 'pregnant', 'score': 0.3786}, {'text': 'narendramodi', 'score': 0.3156}]",against ,calls out modi on not supporting women and having a weak judiciary. 
,"Modinomics is going to enable more inflation.

Silly Modinomics",Pro OPP,,modi,"['inflation', 'modinomics', 'silly']","[{'text': 'inflation', 'score': 0.6504}, {'text': 'modinomics', 'score': 0.5349}, {'text': 'silly', 'score': 0.2275}]",against ,shows modi's economics as silly and leading to rise in prices. 
,As Punjab politics boils the infamous IT cell runs a vicious campaign attacking farmers as “khalistanis” with a huge number of fake accounts. Time to rein in your troll army General @narendramodi,Pro OPP,,modi,"['narendramodi', 'campaign', 'cell']","[{'text': 'narendramodi', 'score': 0.4211}, {'text': 'campaign', 'score': 0.3231}, {'text': 'cell', 'score': 0.1601}]",against ,"calling modi a ""general"" and hence authoratative. calls his govt and fans ""troll army"". "
,PM @narendramodi begins address at the distribution of #PMJAY cards in Gujarat!,Pro Ruling,,modi,"['narendramodi', 'address', 'cards']","[{'text': 'narendramodi', 'score': 0.5308}, {'text': 'address', 'score': 0.3878}, {'text': 'cards', 'score': 0.3452}]",neutral ,no stance taken. only news delivered 
,Karnataka CM Shri @BSYBJP met PM @narendramodi. @CMofKarnataka https://t.co/k9xUUH47ZO,Pro Ruling,,modi,"['narendramodi', 'bsybjp', 'cmofkarnataka']","[{'text': 'narendramodi', 'score': 0.6831}, {'text': 'bsybjp', 'score': 0.4581}, {'text': 'cmofkarnataka', 'score': 0.3803}]",neutral ,no stance taken. only news delivered 
,"From today, #Modified_Lockdown is being implemented in the state. I urge everyone to follow all the guidelines &amp; adhere to instructions. No one should be negligent &amp; those who are not included in category of activities which are allowed under modified lockdown ,must #StayHome🏠.",Pro OPP,,modi,"['lockdown', 'modified', 'state']","[{'text': 'lockdown', 'score': 0.6546}, {'text': 'modified', 'score': 0.4168}, {'text': 'state', 'score': 0.3148}]",neutral ,"no stance taken, looks like advisory on lockdown. "
,"Kangana Ranaut did two moronic things. She called for genocide in Bengal. And she reminded her Dear Leader of his Gujarat days to make the point that he is fully capable of unleashing genocide.

With bhakts like this, @narendramodi needs no enemies!

https://t.co/dWRwtSymB3",Pro OPP,,modi,"['narendramodi', 'genocide', 'make']","[{'text': 'narendramodi', 'score': 0.596}, {'text': 'genocide', 'score': 0.4747}, {'text': 'make', 'score': 0.1018}]",against ,"mocking kangana's ""dear leader"". also claiming that he is capable of conducting genocide. "
,"@narendramodi There is nowhere in the world a massacre place is celebrated by light and sound , shame on you you have no  sense of empathy at all .",Pro OPP,,modi,"['massacre', 'narendramodi', 'light']","[{'text': 'massacre', 'score': 0.4076}, {'text': 'narendramodi', 'score': 0.2975}, {'text': 'light', 'score': 0.2176}]",against ,shames modi and declares he is not empathetic. 
,"At around 4 PM today in the Lok Sabha, Prime Minister @narendramodi will reply to the Motion of Thanks on the President’s address.",Pro Ruling,,modi,"['reply', 'narendramodi', 'minister']","[{'text': 'reply', 'score': 0.5276}, {'text': 'narendramodi', 'score': 0.4269}, {'text': 'minister', 'score': 0.2954}]",neutral ,no stance taken. only news delivered 
