source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,stance,stance_reason,Unnamed: 10
2799636,Mr @RahulGandhi and Mrs @priyankagandhi at AICC headquarters https://t.co/yhVwr2EGKc,Pro OPP,"['rahulgandhi', 'headquarters', 'mrs']","[{'text': 'rahulgandhi', 'score': 0.5985}, {'text': 'headquarters', 'score': 0.4779}, {'text': 'mrs', 'score': 0.3706}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,no stance on rahul gandhi taken. only news delivered. ,
1279062,#Tsunami #Corona 👇🏼 March 2020 Mr @RahulGandhi https://t.co/JcWrBoouhB,Pro OPP,"['tsunami', 'rahulgandhi', '2020']","[{'text': 'tsunami', 'score': 0.6375}, {'text': 'rahulgandhi', 'score': 0.4917}, {'text': '2020', 'score': 0.3826}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,no stance on rahul gandhi taken. only news delivered. ,
2308104,"Keep on fighting against BJP no matter how many elections they win. Save lives. Lives matter. Btw, this is BJP's second term which is no big deal. UPA stayed two terms by not capturing the institutions or media. Stay with @RahulGandhi and fight BJP+RSS.",Pro OPP,"['rahulgandhi', 'elections', 'stayed']","[{'text': 'rahulgandhi', 'score': 0.4089}, {'text': 'elections', 'score': 0.365}, {'text': 'stayed', 'score': 0.3442}]",rahulgandhi,Pro Opp,rahulgandhi,For ,calling to support rahul gandhi and fight against BJP and RSS. ,
493085,"Mr @RahulGandhi will be in his constituency #Wayanad from today ... 

It will be a three-day tour ... https://t.co/2CewVU5AOs",Pro OPP,"['rahulgandhi', 'tour', 'constituency']","[{'text': 'rahulgandhi', 'score': 0.5288}, {'text': 'tour', 'score': 0.4019}, {'text': 'constituency', 'score': 0.2708}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,no stance on rahul gandhi taken. only news delivered. ,
1656097,"Mrs Sonia Gandhi: 

Lives r being lost because those in charge didn’t get their priorities right

Was deeply saddened by contemptuous response of Modi Govt to comprehensive/carefully considered suggestions I hv sent; those made by Dr Manmohan Singh &amp; @RahulGandhi at various times https://t.co/Ak5cZ1zjcm",Pro OPP,"['rahulgandhi', 'priorities', 'charge']","[{'text': 'rahulgandhi', 'score': 0.4957}, {'text': 'priorities', 'score': 0.3271}, {'text': 'charge', 'score': 0.074}]",rahulgandhi,Pro Opp,rahulgandhi,For ,Unhappy with modi's govt and suggests that they should take rahul gandhi's suggestions. ,
2135991,Mr @RahulGandhi addressing #NavSankalpShivir https://t.co/qg3dXEtDQP,Pro OPP,"['rahulgandhi', 'addressing', 'nav']","[{'text': 'rahulgandhi', 'score': 0.6861}, {'text': 'addressing', 'score': 0.4385}, {'text': 'nav', 'score': 0.2743}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,no stance on rahul gandhi taken. only news delivered. ,
193027,"After paying homage to Mr #TarunGogoi in #Assam, Mr @RahulGandhi reached #Delhi and paid homage to Mr #AhmedPatel at his residence ... 

Mr Gandhi in Assam said : It's a Tragic day for us ... https://t.co/k5rYCJxIwk",Pro OPP,"['rahulgandhi', 'tragic', 'paid']","[{'text': 'rahulgandhi', 'score': 0.5545}, {'text': 'tragic', 'score': 0.4889}, {'text': 'paid', 'score': 0.0573}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows effort of rahul gandhi and humanizes him. ,
1284833,"@RakeshSinha01 @RahulGandhi History will remember Rahul for his educated counsel &amp; dignity of discourse. All of Modi’s minstrels on the other hand, will be condemned to oblivion for your disservice to our nation and abundant untruths. Modi-Shah-Bisht have a special place reserved yonder #ResignModi",Pro OPP,"['rahulgandhi', 'minstrels', 'resign']","[{'text': 'rahulgandhi', 'score': 0.5893}, {'text': 'minstrels', 'score': 0.288}, {'text': 'resign', 'score': 0.2664}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says history will remember rahul gandhi fondly and not modi and his ministers. ,
463755,"The Fearless One !!!

Happy Birthday Mr @RahulGandhi https://t.co/VaYr5EY7Bg",Pro OPP,"['rahulgandhi', 'fearless', 'birthday']","[{'text': 'rahulgandhi', 'score': 0.5992}, {'text': 'fearless', 'score': 0.5082}, {'text': 'birthday', 'score': 0.4802}]",rahulgandhi,Pro Opp,rahulgandhi,For ,calls rahul gandhi fearless. ,
1721715,Sample. The ⁦@RahulGandhi⁩ presser does not figure in any page 1 of these papers. So papers no longer report the opposition when it calls out the Modi government Covid missteps https://t.co/DTEEXbNueu,Pro OPP,"['papers', 'rahulgandhi', 'opposition']","[{'text': 'papers', 'score': 0.4507}, {'text': 'rahulgandhi', 'score': 0.3925}, {'text': 'opposition', 'score': 0.3596}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that OPP and rahul gandhi are being silenced by Modi govt. ,
1818784,"@RahulGandhi Rahul Gandhi is the only leader who is fighting for everyone.

#BharatJodoYatra https://t.co/azrBUrUnWF",Pro OPP,"['rahulgandhi', 'leader', 'fighting']","[{'text': 'rahulgandhi', 'score': 0.4795}, {'text': 'leader', 'score': 0.4014}, {'text': 'fighting', 'score': 0.3912}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that rahul gandhi is the only leader who is fighting for everyone. ,
1598343,"Dear @RahulGandhi I normally tag you to complain as a journalist but, I want to put on record the exemplary selfless service of @srinivasiyc in the Covid catastrophe. India could do with more young leaders like him",Pro OPP,"['rahulgandhi', 'journalist', 'selfless']","[{'text': 'rahulgandhi', 'score': 0.5234}, {'text': 'journalist', 'score': 0.4533}, {'text': 'selfless', 'score': 0.1773}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows rahul gandhi as a people's person. ,
2872754,"Congress President Mr Mallikarjun @kharge , Mr @RahulGandhi hold a meeting with Congress’ #Rajasthan leaders in #Delhi 

Mr @ashokgehlot51 joins the meet virtually… https://t.co/35PITRVvm7",Pro OPP,"['meeting', 'rahulgandhi', 'hold']","[{'text': 'meeting', 'score': 0.6716}, {'text': 'rahulgandhi', 'score': 0.4023}, {'text': 'hold', 'score': 0.1511}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
110353,"Sources:

Mr @RahulGandhi intervened &amp; said that senior Defence officers are present in this meeting let Indian Armed Forces decide what will b dress/uniform style of Indian Army, Navy &amp; Air Force coz each Indian Armed Force; their units &amp; uniform have a glorious past and history",Pro OPP,"['army', 'rahulgandhi', 'dress']","[{'text': 'army', 'score': 0.5238}, {'text': 'rahulgandhi', 'score': 0.3792}, {'text': 'dress', 'score': 0.2647}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows how rahul gandhi is respectful of army and their traditions.,
2572630,Noted author and Mahatma Gandhiji’s great-grandson Mr @TusharG joined Mr @RahulGandhi in #BharatJodoYatra today https://t.co/LoZZTIDnAa,Pro OPP,"['rahulgandhi', 'joined', 'grandson']","[{'text': 'rahulgandhi', 'score': 0.5491}, {'text': 'joined', 'score': 0.3685}, {'text': 'grandson', 'score': 0.2527}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows noteworthy individuals joining rahul gandhi in bharat jodo yatra ,
728628,The truth is that on the corruption of the Rafale deal proof of which has been reported today @RahulGandhi was the lone voice in the congress party. Not a single leader stood with him in his accusations against @PMOIndia https://t.co/GqNU4WANxI,Pro OPP,"['rahulgandhi', 'congress', 'accusations']","[{'text': 'rahulgandhi', 'score': 0.4129}, {'text': 'congress', 'score': 0.3729}, {'text': 'accusations', 'score': 0.2163}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that rahul gandhi is the only voice in the congress party fighting against Modi's corruption. ,
2551861,"Not just any evening walk…
In #BharatJodoYatra with @RahulGandhi ji #Telangana @revanth_anumula https://t.co/QXE5BuTXp6",Pro OPP,"['rahulgandhi', 'walk', 'evening']","[{'text': 'rahulgandhi', 'score': 0.6117}, {'text': 'walk', 'score': 0.5412}, {'text': 'evening', 'score': 0.4293}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that the Bharat jodo yatra is special and not just any evening walk. ,
423205,Source of your all problem - RSS. The only solution - @RahulGandhi,Pro OPP,"['rahulgandhi', 'rss', 'problem']","[{'text': 'rahulgandhi', 'score': 0.6704}, {'text': 'rss', 'score': 0.5649}, {'text': 'problem', 'score': 0.3829}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that rahul gandhi is the solution to India's problem- which is RSS. ,
1257680,"@RahulGandhi #भाजपा_है_तो_बर्बादी_है
CMIE data on Unemployment: 
 🔹️Urban India moved into double digits to 👉10.3% from 9.7% 
🔹️Rural sector joblessness inched up at higher pace to 👉8.92% from 8.23%. 

BJP had already achieved joblessness at a 45 yr high of 6.1% long ago in 2018. https://t.co/agnxuzv3BQ",Pro OPP,"['unemployment', 'rahulgandhi', 'double']","[{'text': 'unemployment', 'score': 0.6331}, {'text': 'rahulgandhi', 'score': 0.2826}, {'text': 'double', 'score': 0.2632}]",rahulgandhi,Pro Opp,rahulgandhi,For ,"says BJP is causing Joblessness in india, tags rahul gandhi to complain. ",
2472647,Mr @RahulGandhi #BharatJodoYatra https://t.co/o9M3diLWdT,Pro OPP,"['rahulgandhi', 'yatra', 'mr']","[{'text': 'rahulgandhi', 'score': 0.7697}, {'text': 'yatra', 'score': 0.5346}, {'text': 'mr', 'score': 0.4686}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
1702544,"Mr @RahulGandhi at Manarkadu, Kottayam district #Kerala https://t.co/gVeHjaHdq7",Pro OPP,"['rahulgandhi', 'mr', 'district']","[{'text': 'rahulgandhi', 'score': 0.7598}, {'text': 'mr', 'score': 0.4518}, {'text': 'district', 'score': 0.3355}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2851707,"Mr @RahulGandhi &amp; Media 

#BharatJodoYatra #Srinagar https://t.co/rF0w12C7IU",Pro OPP,"['rahulgandhi', 'media', 'mr']","[{'text': 'rahulgandhi', 'score': 0.7425}, {'text': 'media', 'score': 0.4882}, {'text': 'mr', 'score': 0.4084}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2939084,"Many happy returns of the day to @RahulGandhi - a leader who has won the admiration of many by standing for the truth &amp;    rising above a tirade of hate, abuse &amp; vilification. May you go long and go strong, May your efforts succeed &amp; may love win! 🙏🏽✨ #Rahulgandhibirthday https://t.co/LsxhoPloNU",Pro OPP,"['rahulgandhi', 'leader', 'returns']","[{'text': 'rahulgandhi', 'score': 0.623}, {'text': 'leader', 'score': 0.4179}, {'text': 'returns', 'score': 0.2981}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says rahul gandhi is an admirable leader and goes onto wish him for his bday.,
359059,"This is a favourite picture of @RahulGandhi showing his dogged determination &amp; courage to keep speaking out in the public interest. 

Tagging @MehekF @BhavikaKapoor5 @Aneela_7 @nina11_arora @nandtara https://t.co/gciiBi2ymM https://t.co/jqSd1hW4vX",Pro OPP,"['rahulgandhi', 'tagging', 'keep']","[{'text': 'rahulgandhi', 'score': 0.6999}, {'text': 'tagging', 'score': 0.199}, {'text': 'keep', 'score': 0.1901}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows rahul gandhi as a courageous individual speaking in favour of the public. ,
406826,"Mr @RahulGandhi in Malappuram , #Kerala https://t.co/tiOcF2oqjL",Pro OPP,"['rahulgandhi', 'mr', 'kerala']","[{'text': 'rahulgandhi', 'score': 0.7939}, {'text': 'mr', 'score': 0.4489}, {'text': 'kerala', 'score': 0.3328}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2760222,"Congress whip in Lok Sabha Mr @manickamtagore moves privilege motion against Defence Minister Mr Rajnath Singh

In his letter to LS speaker Mr Om Birla, Mr Tagore said:
Mr Singh addresses LS &amp; without offering any advance notice, made defamatory statements against Mr @RahulGandhi https://t.co/wBIseBa45F https://t.co/imapIvXsvo",Pro OPP,"['congress', 'rahulgandhi', 'whip']","[{'text': 'congress', 'score': 0.4064}, {'text': 'rahulgandhi', 'score': 0.4027}, {'text': 'whip', 'score': 0.2334}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says rahul gandhi was defamed. condemns it. ,
1967338,"Mr @RahulGandhi’s interaction with civil society members gets over … 

According to Congress sources, Mr Gandhi spoke at length about Bharat Jodo Yatra https://t.co/b7XGtNz6pY",Pro OPP,"['rahulgandhi', 'congress', 'length']","[{'text': 'rahulgandhi', 'score': 0.5812}, {'text': 'congress', 'score': 0.2775}, {'text': 'length', 'score': 0.1039}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2904474,Mr @RahulGandhi holds an interaction on AI in USA … https://t.co/7yBVoRmBSh https://t.co/S1nHKCaZnt,Pro OPP,"['rahulgandhi', 'interaction', 'mr']","[{'text': 'rahulgandhi', 'score': 0.4518}, {'text': 'interaction', 'score': 0.3761}, {'text': 'mr', 'score': 0.3284}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2551195,"Opposition leaders including Mr @RahulGandhi meet in the Parliament House 

Mr #YashwantSinha files nomination for #PresidentialElection https://t.co/nsaHPkfJVi",Pro OPP,"['election', 'meet', 'rahulgandhi']","[{'text': 'election', 'score': 0.465}, {'text': 'meet', 'score': 0.2702}, {'text': 'rahulgandhi', 'score': 0.2355}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
1103208,"Mr @RahulGandhi outside Lord Ayyappan Temple and Vavar Mosque ...

Mr Gandhi : 

I have not been here before but somehow I like this place 
Coz this place, this road , these two religious places ... This is exactly the idea of India 

#Erumeli #Kerala https://t.co/stluuNFq6w",Pro OPP,"['rahulgandhi', 'places', 'lord']","[{'text': 'rahulgandhi', 'score': 0.6369}, {'text': 'places', 'score': 0.3527}, {'text': 'lord', 'score': 0.291}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows rahul gandhi's secular views ,
2627779,Selfie @RahulGandhi https://t.co/o6nYAK28jt,Pro OPP,"['rahulgandhi', 'selfie']","[{'text': 'rahulgandhi', 'score': 0.6655}, {'text': 'selfie', 'score': 0.5924}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
801410,Congress leader Mr @RahulGandhi roadshow in Erumeli ... https://t.co/suinoZRQKk,Pro OPP,"['roadshow', 'rahulgandhi', 'congress']","[{'text': 'roadshow', 'score': 0.6139}, {'text': 'rahulgandhi', 'score': 0.5782}, {'text': 'congress', 'score': 0.4441}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
484268,"Mr @RahulGandhi : There is a feeling of anger &amp; fear in our students, weaker section &amp; kisans. And this fear exists coz there is a total absolute, disastrous failure on economic front/employment.Main issues r Joblessness &amp; our economic strength,which has been destroyed by Mr Modi https://t.co/zt0FCJtKL5",Pro OPP,"['rahulgandhi', 'fear', 'joblessness']","[{'text': 'rahulgandhi', 'score': 0.4451}, {'text': 'fear', 'score': 0.4421}, {'text': 'joblessness', 'score': 0.3969}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows how rahul gandhi is acknowledging the problems of the youth. ,
2298798,"Congress, Worker &amp; Mr @RahulGandhi … https://t.co/0WEARgdq40",Pro OPP,"['congress', 'rahulgandhi', 'worker']","[{'text': 'congress', 'score': 0.5967}, {'text': 'rahulgandhi', 'score': 0.594}, {'text': 'worker', 'score': 0.3373}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2869390,"Mr @RahulGandhi to perform Aarti at famous Brahma Sarovar in Kurukshetra in the evening tomorrow.
 
Prior to this Mr Gandhi will address a press conference in Samalakha in Kurukshetra around 1pm https://t.co/QobcUHaih5",Pro OPP,"['rahulgandhi', 'conference', 'evening']","[{'text': 'rahulgandhi', 'score': 0.498}, {'text': 'conference', 'score': 0.2293}, {'text': 'evening', 'score': 0.2214}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2908527,"Some pictures from @RahulGandhi’s great lecture at @CambridgeMBA during his visit to a fellow of @CambridgeJBS Cambridge University on “Learning to Listen in the 21st Century.”
#BharatJodoYatra
#RahulGandhiinCambridge https://t.co/1kaZ6tVvjy",Pro OPP,"['lecture', 'rahulgandhi', 'cambridge']","[{'text': 'lecture', 'score': 0.5252}, {'text': 'rahulgandhi', 'score': 0.5103}, {'text': 'cambridge', 'score': 0.2693}]",rahulgandhi,Pro Opp,rahulgandhi,For ,"calls rahul gandhi's lecture at Cambridge ""great"". ",
1977944,Eminent personalities from Kochi met @RahulGandhi where the discussion ranged over various important topics such as the misuse of democratic institutions by the Modi govt to hide its failures and the need for #BharatJodoYatra to battle the situation in the country today. https://t.co/KPkXCPW9pN,Pro OPP,"['rahulgandhi', 'hide', 'institutions']","[{'text': 'rahulgandhi', 'score': 0.5697}, {'text': 'hide', 'score': 0.1837}, {'text': 'institutions', 'score': 0.163}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows lengthy discourse and multiple perspectives involved in Bharat Jodo Yatra ,
2557884,"Joined @bharatjodo yatra today &amp; walked with @RahulGandhi. The energy, commitment &amp; love is inspiring! The participation &amp; warmth of common people, enthusiasm of Congress workers &amp; rahul gandhi’s attention &amp; care toward everyone &amp; everything around him is astounding!  ✊🏽🇮🇳💛✨ @INCIndia https://t.co/k3RqKxT1gh",Pro OPP,"['rahulgandhi', 'astounding', 'workers']","[{'text': 'rahulgandhi', 'score': 0.5939}, {'text': 'astounding', 'score': 0.245}, {'text': 'workers', 'score': 0.1804}]",rahulgandhi,Pro Opp,rahulgandhi,For ,shows support for rahul gandhi and Bharat Jodo Yatra and credits the energy and commitment. calls it inspiring. ,
735239,Ok. But @RahulGandhi is a black belt in Aikido. So the ‘direct duel’ may not be the best idea.... https://t.co/mU9nTHsDAP,Pro OPP,"['duel', 'rahulgandhi', 'black']","[{'text': 'duel', 'score': 0.5677}, {'text': 'rahulgandhi', 'score': 0.5417}, {'text': 'black', 'score': 0.2509}]",rahulgandhi,Pro Opp,rahulgandhi,For ,"shows rahul gandhi's impressive achievement of Black belt, suggesting he could easily take on the opposite party in a ""direct duel"".",
2473091,"After laptop gift to schoolboys, ⁦@RahulGandhi⁩ recalls father Rajiv's dream for youth - ⁦@IndiaToday⁩  https://t.co/Y9nJ65GtzN",Pro OPP,"['rahulgandhi', 'laptop', 'schoolboys']","[{'text': 'rahulgandhi', 'score': 0.4997}, {'text': 'laptop', 'score': 0.2783}, {'text': 'schoolboys', 'score': 0.274}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
1727370,"He led it from the front! Unconditional, total support to the #FarmersProtest even at the cost of, seemingly, political losses. 
Huge respect for him, for he has the power of conscience @RahulGandhi
He dares to walk the talk. https://t.co/eJUf8RAqo1",Pro OPP,"['rahulgandhi', 'protest', 'farmers']","[{'text': 'rahulgandhi', 'score': 0.4038}, {'text': 'protest', 'score': 0.3896}, {'text': 'farmers', 'score': 0.3591}]",rahulgandhi,Pro Opp,rahulgandhi,For ,demonstrates huge respect for rahul gandhi. ,
1908931,Mr @RahulGandhi casts his vote in Vice Presidential election https://t.co/zvS1sK4ziV,Pro OPP,"['vote', 'rahulgandhi', 'vice']","[{'text': 'vote', 'score': 0.4544}, {'text': 'rahulgandhi', 'score': 0.281}, {'text': 'vice', 'score': 0.1893}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
2644066,#BharatJodoYatra enters Mr @RahulGandhi’s constituency #Wayanad … https://t.co/pEY6aNWnHt,Pro OPP,"['rahulgandhi', 'enters', 'constituency']","[{'text': 'rahulgandhi', 'score': 0.5816}, {'text': 'enters', 'score': 0.4429}, {'text': 'constituency', 'score': 0.3188}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
1526523,Delighted for the opportunity to ask @RahulGandhi his views on the #WomensReservationBill An all encompassing response brought tears when he shared details of his meeting with the parents of the child raped in Delhi. Later @szarita requested electoral participation for @ProfCong https://t.co/DnRcR4flCj,Pro OPP,"['rahulgandhi', 'womens', 'bill']","[{'text': 'rahulgandhi', 'score': 0.5042}, {'text': 'womens', 'score': 0.3341}, {'text': 'bill', 'score': 0.1899}]",rahulgandhi,Pro Opp,rahulgandhi,For ,support for rahul gandhi and said his response brought tears. ,
1922505,"Again people are desperately tagging @RahulGandhi &amp; @priyankagandhi after voting for Akhilesh,Kejriwal, Mayawati. Sad! When I had warned about this, I got trolled. Even God doesn't help people who don't help themselves. Prophet (PBUH) said,""trust Allah, but tie your camel first"".",Pro OPP,"['rahulgandhi', 'voting', 'tagging']","[{'text': 'rahulgandhi', 'score': 0.5486}, {'text': 'voting', 'score': 0.2511}, {'text': 'tagging', 'score': 0.244}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says people made a mistake not voting for rahul gandhi. ,
1564696,@RahulGandhi Wishing him for speedy recovery 🙏,Pro OPP,"['recovery', 'rahulgandhi', 'wishing']","[{'text': 'recovery', 'score': 0.5292}, {'text': 'rahulgandhi', 'score': 0.5004}, {'text': 'wishing', 'score': 0.4883}]",rahulgandhi,Pro Opp,rahulgandhi,For ,wishing for rahul gandhi's speedy recovery. ,
534650,A real pleasure to see Indian Politician @RahulGandhi answer questions fielded by press. And he gave good answers. Keep it going.,Pro OPP,"['rahulgandhi', 'politician', 'keep']","[{'text': 'rahulgandhi', 'score': 0.5364}, {'text': 'politician', 'score': 0.3629}, {'text': 'keep', 'score': 0.1965}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says rahul gandhi has good answers to press. ,
2895401,"The BJP-RSS,
Modi government is sending an eviction notice to the very family that gave away their own ancestral home, Teen Murti Bhavan, for the country.
@RahulGandhi https://t.co/sX2TKdRovx https://t.co/nPnk5Al8ug",Pro OPP,"['eviction', 'family', 'rahulgandhi']","[{'text': 'eviction', 'score': 0.6448}, {'text': 'family', 'score': 0.3253}, {'text': 'rahulgandhi', 'score': 0.3231}]",rahulgandhi,Pro Opp,rahulgandhi,For ,calls out modi-rss for sending an eviction notice to a family that gave up their ancestral home. ,
772417,When @RahulGandhi called Ms Smita Prakash a “pliable journalist” she threw a tantrum got ministers to tweet in her support today as her camera man is abused she is mum. Truly “pliable” https://t.co/p7tIpVryPQ,Pro OPP,"['rahulgandhi', 'ministers', 'tweet']","[{'text': 'rahulgandhi', 'score': 0.5345}, {'text': 'ministers', 'score': 0.3521}, {'text': 'tweet', 'score': 0.3096}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says rahul gandhi was right for calling a journalist pliable. ,
1574440,"Hello idiot @Javedakhtarjadu, Can you give one name who has been consistently fighting with fascist Modi &amp; co, who has been asking all right kind of questions, who has been giving all right kind of suggestions to govt other than @RahulGandhi? 

Give one name, you idiot. https://t.co/pP2ZDawTBI",Pro OPP,"['name', 'fascist', 'rahulgandhi']","[{'text': 'name', 'score': 0.4396}, {'text': 'fascist', 'score': 0.4367}, {'text': 'rahulgandhi', 'score': 0.3964}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says rahul gandhi is the only name that has been fighting fascist modi. ,
165689,"I am convinced so wish to mention here, @srinivasiyc u are one of the best youth leader we see around..hope to see more like u across all parties..Congrats &amp; best wishes on completion of ur one year in office..One of better decisions by Mr @RahulGandhi to have appointed u thr 👍🏻",Pro OPP,"['leader', 'rahulgandhi', 'youth']","[{'text': 'leader', 'score': 0.5304}, {'text': 'rahulgandhi', 'score': 0.4603}, {'text': 'youth', 'score': 0.3448}]",rahulgandhi,Pro Opp,rahulgandhi,For ,says that rahul gandhi chose well in a youth leader. ,
1838580,"I wonder why I don't get @RahulGandhi and @priyankagandhi  tweets even though I follow them and notifications are on for their tweets.

Is it happening only with me with everyone? 

Is it deliberate @TwitterIndia ?",Pro OPP,"['twitterindia', 'rahulgandhi', 'why']","[{'text': 'twitterindia', 'score': 0.6062}, {'text': 'rahulgandhi', 'score': 0.3742}, {'text': 'why', 'score': 0.1594}]",rahulgandhi,Pro Opp,rahulgandhi,For ,suggests that twitter is silencing rahul gandhi ,
2931421,#BharatJodoYatra @RahulGandhi in Jammu today https://t.co/pkpis3kTvI,Pro OPP,"['rahulgandhi', 'yatra', 'today']","[{'text': 'rahulgandhi', 'score': 0.74}, {'text': 'yatra', 'score': 0.4487}, {'text': 'today', 'score': 0.3288}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
620307,Kudos @RahulGandhi &amp; team for this very interesting series of conversations.. informative &amp; interesting to have the perspective of experts &amp; scholars. Must hand it to #RahulGandhi for some sharp questions there :) Nice to see a politician listening! Well done sirs &amp; thank you! 👍🏾 https://t.co/GQV2dyc6Iw,Pro OPP,"['politician', 'rahulgandhi', 'conversations']","[{'text': 'politician', 'score': 0.5102}, {'text': 'rahulgandhi', 'score': 0.4304}, {'text': 'conversations', 'score': 0.4071}]",rahulgandhi,Pro Opp,rahulgandhi,For ,thanks rahul gandhi for conducting an interesting series of conversation which was not only informative but also wonderful to see a politician actually involving experts and listening. ,
2552160,Filmmaker Mr Anand Patwardhan joins Mr @RahulGandhi in #BharatJodoYatra https://t.co/kklYwEgtDI,Pro OPP,"['rahulgandhi', 'joins', 'filmmaker']","[{'text': 'rahulgandhi', 'score': 0.5575}, {'text': 'joins', 'score': 0.2649}, {'text': 'filmmaker', 'score': 0.2614}]",rahulgandhi,Pro Opp,rahulgandhi,neutral ,"no stance taken, only news delivered. ",
